district,flooded,VV_during,VH_during,VV_change,VH_change,jrc_occurrence,precip_total_mm,hist_mean_precip_mm,precip_anomaly_pct
Badin,1,-10.289087019997972,-21.02796650437922,-0.3607316619518137,-0.0370281317137966,0,162.12278079986572,79.91020620465278,102.88119440546019
Badin,1,-17.608228028115587,-27.47625135118364,3.984642843901142,0.9205316320851722,1,169.1358687877655,70.9666285310872,138.33155426522046
Badin,1,-13.32331791278303,-26.101577369951222,1.6602467340357876,4.732436703831034,0,150.5623695254326,61.56716041094624,144.54980304510454
Badin,1,-18.971771916826405,-27.34059242579412,5.496984220539229,1.0019313580558205,16,126.42034041881561,54.73619700986892,130.96295929368654
Badin,1,-17.927721371415366,-27.180018801993228,3.0500472375614205,4.294001344736884,14,146.46499240398407,59.30770928596612,146.95776344651676
Bahawalnagar,0,-14.232781525120048,-23.967410311490003,-3.131322956431026,-2.389118094175423,0,34.7874641418457,39.10556320548058,-11.042160525716968
Bahawalnagar,0,-10.735110587193372,-16.841653925712283,-3.514622977209891,-3.422452974075874,0,26.404422283172607,43.808788888156414,-39.72802500753229
Bahawalnagar,0,-13.169865281904077,-20.85519925359799,-7.114098865451485,-6.463817427303386,0,47.32294178009033,44.770477798581126,5.701221222146749
Bahawalnagar,0,-10.608165146094953,-20.79220976354764,-4.572093458192367,-4.642867856369325,0,34.7874641418457,39.10556320548058,-11.042160525716968
Bahawalnagar,0,-8.462995539904254,-13.576305178404054,-5.563567967514324,-6.253866917172653,0,45.028414249420166,43.18463563323021,4.269524540740101
Bahawalnagar,0,-14.000974223766548,-20.157251482799747,-4.893858292135189,-5.9771044612690005,0,24.31580638885498,41.57570785582065,-41.514389909657936
Bahawalnagar,0,-6.660323807971896,-12.374630973780905,-8.40637788428636,-8.563642170444854,0,25.14801597595215,42.51596864461899,-40.85042214101126
Bahawalnagar,0,-7.155902551402477,-13.977851750881474,-4.699130940920728,-6.232654485570926,0,21.216492176055908,52.20247917175293,-59.357309245312095
Bahawalnagar,0,-9.959351116829016,-15.006135264405124,-3.0522726042544104,-5.152187762393218,0,25.893197536468506,42.40456090271473,-38.93770626260434
Bahawalnagar,0,-9.58332894985139,-17.78674034350844,-2.221030293542876,-0.2750138150584043,0,26.404422283172607,43.808788888156414,-39.72802500753229
Bahawalnagar,0,-9.08708797944775,-18.32444969364823,-3.004519600480803,2.3751870116709224,0,25.893197536468506,42.40456090271473,-38.93770626260434
Bahawalnagar,0,-5.66267031928331,-13.565740583646278,-8.738621812638446,-7.165689152321843,0,21.049774646759033,42.506911805272104,-50.479172085730674
Bahawalnagar,0,-10.50253799913567,-14.639738856407686,-4.285316926235119,-7.410485531723911,0,25.311410903930664,42.7510645866394,-40.7934956739276
Bahawalnagar,0,-8.166253842538374,-14.092756439536856,-7.656514470073279,-7.965692996829631,0,21.767980337142944,48.893565313518046,-55.47884430689174
Bahawalnagar,0,-14.590649363709629,-20.284377677830907,-5.856967366110194,-7.839002039228323,0,60.862667083740234,50.380351758003236,20.80635597005695
Bahawalpur,0,-13.56850200442561,-21.408651652472425,2.098946178214192,0.5760234295290338,0,85.81556987762451,37.83915732335299,126.790383158618
Bahawalpur,0,-9.718803445111837,-15.58660448682346,0.4832945051213073,-5.165563842226071,0,100.35636901855469,49.16589650958777,104.11784619646738
Bahawalpur,0,-14.752225756969084,-19.001505035869528,-5.555449498418716,-7.907597601572263,0,44.568740367889404,35.4637800231576,25.673970284009016
Bahawalpur,0,-14.21148446339912,-20.825415744267293,-1.1321622204766977,-2.919692231915338,0,80.21458721160889,45.09076153738424,77.89583603529047
Bahawalpur,0,-14.158133514602044,-21.948672879585917,-2.7504095603380048,-3.248568334590221,0,42.18169403076172,44.48378359079361,-5.175120851249555
Bahawalpur,0,-14.392481354570432,-20.443073707277367,-2.364264220385497,-4.746817833370297,0,50.91799187660217,41.74656048379838,21.969310253387636
Bahawalpur,0,-10.684729781814912,-16.53591516633953,-1.8100503715274456,-1.5903006687855203,0,101.55708575248718,48.398790900409224,109.83393151589762
Bahawalpur,0,-12.86753585196796,-19.682043421536925,-5.249311968766689,-6.186031651470049,0,90.04881477355957,50.481257021427155,78.38069035273362
Bahawalpur,0,-14.331322721015676,-20.07246331889656,-2.854602264701489,-3.5560600889141547,0,99.42090392112732,42.01408743746579,136.63706624380796
Bahawalpur,0,-16.476878024835038,-25.098639947969595,-4.344969645686653,-1.5737172831075306,0,53.1359338760376,40.82848422303796,30.144272772328417
Bahawalpur,0,-11.024190927156328,-23.747003443481155,-3.617394665434569,1.3223728809445632,0,26.48885142803192,37.12440242022276,-28.648409937495284
Bahawalpur,0,-7.247975165922342,-14.813541352377928,-4.711729520095358,-3.976345338518307,0,129.09868049621582,62.482178854197265,106.61680316473723
Bahawalpur,0,-17.372305350150867,-26.553856804175503,-3.151184980474504,-0.2880765514622823,0,50.369794845581055,45.81969186387723,9.930453035828855
Bahawalpur,0,-15.098124013867851,-19.77627152000603,-1.4203494751313563,-5.554492797500792,0,47.64815807342529,38.279073471017185,24.475735050123053
Bahawalpur,0,-14.761213497123236,-18.092541712330444,-3.702595715906291,-10.106211147726022,0,24.92375373840332,43.593441009521484,-42.82682632701652
Bajaur,1,-8.786155220383232,-15.03548907755576,-3.838082753554147,-2.008608311836424,0,223.7652702331543,75.48272548913955,196.4456685726718
Bajaur,1,-10.285167251520424,-16.29682964662839,-2.921873936129657,-2.799546695087152,0,164.1690182685852,70.68335393965245,132.2598025112791
Bajaur,1,-9.440226448068504,-17.856372166188805,-0.3469291835365133,0.4625653116073387,0,129.4675064086914,48.70136171877384,165.8396025070139
Bajaur,1,-8.362796808972728,-14.73752964529881,2.2138875122604773,-1.3166342075368718,0,221.18644332885742,76.08482087254524,190.71034247341083
Bajaur,1,-6.651515952321493,-17.72291468215794,-4.841079331246199,0.9935227362163772,0,149.70022583007812,58.334480279684065,156.623912842528
Bajaur,1,-7.833623578194778,-15.343784328309363,-1.1489473630464495,-1.4114410010519247,0,156.15823602676392,72.14305003285408,116.45638208482892
Bajaur,1,-7.862613817493031,-16.391224150733937,-2.01461066351396,-0.5839838303739988,0,134.20496225357056,62.47884840965271,114.80063360584678
Bajaur,1,-7.825436253731292,-16.02516041445776,1.6487751517275804,3.4412200354818303,0,214.8334560394287,77.7843043088913,176.19126756768037
Bajaur,1,-10.267204818224188,-18.131659403679578,-3.8808264749710393,-2.6338483802377297,0,192.77744340896606,70.4327640235424,173.70421434054398
Bajaur,1,-7.047278826019755,-18.011153812021632,-3.5779769135198345,-1.577069089131463,0,164.1690182685852,70.68335393965245,132.2598025112791
Bajaur,1,-7.987776331569799,-15.23542289501151,-6.967649143784481,-3.0329066636159325,0,138.22395038604736,61.782169681787494,123.7278993243156
Bajaur,1,-10.5886939549114,-17.322122218650076,-5.19108777381388,-3.049571670122699,0,161.98140335083008,74.02369330525399,118.82372537514702
Bajaur,1,-7.69018253696222,-16.94666614859218,-0.5430549612656064,0.2711287781917448,0,152.77343273162842,76.63669217824936,99.34763412843097
Bajaur,1,-7.499905496586201,-14.3630707207099,11.58949216600318,2.583049910021172,0,142.57090187072754,57.52712858915329,147.83246681568113
Bajaur,1,-10.063920820333747,-16.625341841314423,-0.9651474613774838,-2.219137872121024,0,77.49985074996948,32.89557524509728,135.59354160106983
Bannu,1,-11.46734555362531,-15.132504092801884,-1.4314665696030424,-3.5388347723125406,0,72.21183729171753,42.83899598121643,68.56566228438263
Bannu,1,-11.283188267203936,-15.617189038263213,-1.5778235068978752,-3.9732641589928672,0,49.91629648208618,44.93790318369865,11.078383604229796
Bannu,1,-9.320925341477226,-14.038903218963398,-2.56534779897302,-0.6409749997844827,0,98.3059778213501,52.9336696267128,85.71540290820933
Bannu,1,-12.13449008848227,-19.25024124916589,-0.2272725786400506,0.4922896145867028,0,72.21183729171753,42.83899598121643,68.56566228438263
Bannu,1,-11.577148216924837,-16.76793429299913,-0.5141209490486531,-0.6721347060023284,0,95.19965767860413,78.7172391295433,20.938766058519985
Bannu,1,-14.368931178301573,-19.681439771155503,-1.0359262905670494,-2.597380737113152,0,78.58135151863098,85.66827217638493,-8.272514990336772
Bannu,1,-9.42755301037183,-14.22013286295515,-1.9425232731363116,-2.482582613036943,0,44.72036647796631,38.99205212593078,14.69097941686952
Bannu,1,-7.773187665100182,-14.376244388124451,-1.6190339935611222,-3.0858776119108,0,76.72868824005127,56.667807906866074,35.400840572755854
Bannu,1,-10.361848798535233,-16.451468903333765,-2.2857315586189166,-2.6459804190660137,0,82.580153465271,51.95564705133438,58.94355696057121
Bannu,1,-13.144139592444793,-20.285461297926467,-1.152261923657294,0.8478683362978359,0,49.91629648208618,44.93790318369865,11.078383604229796
Bannu,1,-9.900037718047326,-17.874339235995294,-0.1753978247935883,1.197322979700484,0,55.32927227020264,44.75392069816589,23.63000024815735
Bannu,1,-7.308998514113203,-15.786162907320268,-4.442551126218239,-2.234228865129797,0,49.91629648208618,44.93790318369865,11.078383604229796
Bannu,1,-7.7097385286687325,-14.34652912861,0.4929674439834652,-0.9504696239262316,0,66.50605010986328,49.51672979593277,34.31026318568799
Bannu,1,-11.007770382169683,-18.006838950330476,0.3255855342470539,-0.080424510347818,0,83.29047513008118,79.35023094713688,4.9656366918065915
Bannu,1,-19.32904574540272,-26.501422586174357,5.779663275307311,8.652710174639449,0,104.02929353713989,92.38019382655621,12.609953744473481
Barkhan,1,-10.707816219760874,-18.26007002916654,-0.5480434124861429,-2.0908353012487915,0,60.14446830749512,36.74014099761844,63.702333944210466
Barkhan,1,-8.56506112573565,-14.364912741511633,-1.0938339744824432,-4.053323926797495,0,94.32042002677917,40.64831172525883,132.04019065856687
Barkhan,1,-10.01038452467654,-17.456544648220348,-8.310211408462084,-7.046789843287165,0,86.6815357208252,48.76079475879669,77.76891486205199
Barkhan,1,-12.582926039634131,-18.21125752558539,-5.007236719079094,-7.588352675331166,0,66.96727752685547,39.71770330369473,68.6081317814413
Barkhan,1,-10.339111911994818,-17.26184239485235,0.1029291688414275,0.3538940406608404,0,94.41102313995361,30.944057624042035,205.10227290489794
Barkhan,1,-8.311965917640439,-15.084503936104756,1.940731244227136,0.7471620570877491,0,66.18717527389526,37.04601954892278,78.66204272361522
Barkhan,1,-11.464436031809267,-17.720730616479152,-1.00628124111266,-3.3351007469414213,0,94.32042002677917,40.64831172525883,132.04019065856687
Barkhan,1,-10.424313127745023,-17.030240955421643,1.4372691867322516,1.5090213220769222,0,99.12058353424072,47.80483727157116,107.34425466434188
Barkhan,1,-12.772745019284304,-19.084376772364003,-5.423869742410204,-7.588851363595424,0,93.78618335723877,43.16939149647951,117.2515759572082
Barkhan,1,-7.3013661296450945,-15.097715710326284,-2.154584046954472,-3.0781187806821397,0,94.32042002677917,40.64831172525883,132.04019065856687
Barkhan,1,-9.08627802492234,-18.189944087627996,-1.1223330887518053,0.3969305055223131,0,86.43062210083008,49.286648616194725,75.36315519012689
Barkhan,1,-14.304910742553258,-22.894281067821066,-3.168005026718408,-3.441956464630969,0,90.89596772193909,40.202917258441445,126.09296518862341
Barkhan,1,-6.114296664689389,-14.012049128139294,-1.088925711315893,-1.4132058868313084,0,79.32654047012329,29.711693486571313,166.98761047052474
Barkhan,1,-14.033228732083929,-22.733252847450427,-2.345877051918311,-2.9485929384660032,0,60.26026391983032,35.69223839342594,68.83296378220287
Barkhan,1,-12.63621008851628,-19.38806820942984,-2.8143593428441385,-1.2243186679037166,0,55.68946027755737,37.60964389815926,48.07228813002134
Battagram,1,-10.068034919935014,-15.262791251384142,7.287765723207294,5.586237792895705,0,102.41590309143066,148.20101360082626,-30.893925349738854
Battagram,1,-10.69820108089717,-17.160273783807767,-2.289163356614526,0.1547633572368951,0,147.05883288383484,139.982128739357,5.055434010190315
Battagram,1,-8.705711754168131,-13.620413370587334,-3.765240952170551,-4.903652925622032,0,113.87326312065125,172.6670698883012,-34.05038772342858
Battagram,1,-9.358989464596275,-16.72875636887666,-0.221562329313965,0.1100509753512035,0,102.41590309143066,148.20101360082626,-30.893925349738854
Battagram,1,-12.331526946867346,-16.917452136237838,-0.0117955768215765,-0.2179001143529539,0,115.96514129638672,148.0715059041977,-21.683013495239116
Battagram,1,-5.562590397468163,-12.4111633182026,1.5486525722129727,0.2825082770299207,0,161.64385890960693,122.71830207109451,31.719438895073402
Battagram,1,-4.893250812703932,-12.05501421735186,0.55328657374492,2.7687409251728567,0,136.08416533470154,139.19901304244996,-2.2376938166928846
Battagram,1,-11.487063187360562,-17.69530689332187,-1.6721474651613626,-3.837794752081322,0,168.53176951408386,173.41702868938447,-2.817058516237656
Battagram,1,-7.731208224594413,-16.155490499087655,-1.1026818847727975,-0.5084789048979133,0,162.0699269771576,138.24182753562928,17.236533881460048
Battagram,1,-4.353493167383769,-13.78966325671064,-1.6171462276898128,-1.247479702110546,0,66.81725597381592,152.06010859012605,-56.058655624191324
Battagram,1,-11.313049751941868,-18.151280054349904,-3.619349900992241,-5.269829994119526,0,152.01491951942444,151.47251363992692,0.3580886501869925
Battagram,1,-8.169488148725726,-14.39331110934202,-0.3261244481796073,0.2224718083450696,0,66.81725597381592,152.06010859012605,-56.058655624191324
Battagram,1,-8.886326309798608,-13.32781655809848,-0.5954338185642278,-4.453334624171792,0,116.7505521774292,177.97256832122804,-34.39969244771328
Battagram,1,-11.63225923588496,-19.42675427270521,-1.881772922171887,-0.3852388650936547,0,98.63475406169891,181.69364827089012,-45.713702707624265
Battagram,1,-7.553566341770743,-15.253657417672091,-2.189331489949101,0.8467928735261196,0,111.82148551940918,178.71457755565643,-37.430126266792634
Bhakkar,0,-11.592594605264864,-14.799458363094397,0.3330473745993387,-1.9801565196251156,0,101.74611854553223,43.13063957095146,135.9021789559976
Bhakkar,0,-10.680730090580546,-17.808415561361084,-2.3595180502858426,-2.7095680025484725,0,99.2491044998169,69.04120672293939,43.75343249445368
Bhakkar,0,-19.629563719128736,-27.49579083844761,8.066623861076613,3.1163877264203705,0,106.77792930603027,88.44661182994022,20.725856080656197
Bhakkar,0,-15.72186920877412,-23.42876077170501,1.6664519305868095,-0.37036795371192,0,193.11924171447754,89.24745958372951,116.38626199023446
Bhakkar,0,-12.007393524125188,-19.99695255582644,1.661083021348576,3.536721828632338,0,119.57589721679688,93.61640647407621,27.72963812695506
Bhakkar,0,-10.712783805094173,-16.864839759731666,-0.6833118717932862,-1.8873201356878653,0,212.24046325683594,115.12252330034971,84.36050320327821
Bhakkar,0,-16.93123719247966,-24.85743576334761,0.3718108288758799,0.4309266123464041,0,83.32413864135742,56.05603390643373,48.64437034635453
Bhakkar,0,-7.328614992574628,-14.39530161289419,-1.5167106742137912,1.1535923382233424,0,117.19220924377441,52.18520665168762,124.56979048867008
Bhakkar,0,-13.911778895565153,-17.621836758645856,1.4726389750551905,-1.8837209033076616,0,145.2060775756836,67.234968444705,115.96809061508392
Bhakkar,0,-10.388219594356196,-16.628319171701126,-2.6665838723083795,-5.927663895653698,0,83.03342056274414,61.954093103576454,34.02410785664593
Bhakkar,0,-9.790020354466607,-15.460314629020775,1.0440188631506224,-0.1247952340828266,0,108.36975479125977,44.95419370532036,141.06706373522198
Bhakkar,0,-11.272624090872243,-17.519297699954947,-0.5597395481287766,-0.8858497280955042,0,99.2491044998169,69.04120672293939,43.75343249445368
Bhakkar,0,-11.480065602518854,-18.427486673124672,-2.95445335142272,-6.010090924781284,0,226.8095484972,100.95249344632029,124.66958542019766
Bhakkar,0,-9.611654279408896,-14.700186004871105,-1.5473440497779087,-3.0200014160621382,0,108.58942890167236,45.60403884649277,138.11362249557325
Bhakkar,0,-10.591003996517829,-19.11092947978109,-1.675110807014569,0.763677979397432,0,101.98407793045044,52.86832721233368,92.90203285769654
