farm_id,2025-04,2025-05,2025-06,2025-07,2025-08,2025-09,worldcereal_cropland,worldcereal_irrigated
20,0.8130554077007713,0.3939455015473687,0.12972336821972888,0.341306955697927,0.7048959483744729,0.763887141657016,100,0
21,0.5097741032747299,0.185444294699476,0.08999555775661963,0.31407998182995434,0.5939604470217923,0.8238871328873104,100,0
22,0.3160711392055652,0.12092618081623525,0.1205140374747776,0.06425527911178963,0.4737038987446819,0.7628252422375517,100,0
23,0.3018878888634173,0.11397459152696483,0.09302714970020039,0.138737695026801,0.3843260973076264,0.7516999519799862,100,0
24,0.27028100960305174,0.10717432392503651,0.13377382875139246,0.2236981772416861,0.39960153594719244,0.7374435566012012,100,0
25,0.25330945350280026,0.11102359567921652,0.10560527192587868,0.0844464101502096,0.5268842745906783,0.8001893176738886,100,0
26,0.4361394479925183,0.17300456519948545,0.12530746126361283,0.037920750586892975,0.32966880601498494,0.827174793030757,100,0
27,0.30303542386728255,0.10499158897488856,0.09043625390664663,0.11078155164012789,0.2813617053976075,0.8064561865818795,100,0
28,0.3284678964711406,0.1401243264468907,0.12288440715168254,0.20486731600440633,0.2607902869900625,0.7937688344165733,100,0
29,0.29807644020018853,0.12775027212358242,0.11861252367686181,0.20460595233237186,0.25931429080732726,0.7683469145269036,100,0
30,0.3214335870775358,0.13534397493780528,0.11293062924581004,0.16899604447421593,0.39357608242738085,0.746181565638038,100,0
31,0.5061674011472551,0.2136937674894367,0.2884167819250063,0.30408255517233407,0.5922293853683979,0.7623538604815698,100,0
32,0.2782159698294026,0.12241860769342257,0.09558198208405219,0.24764687649987202,0.5023807236215535,0.7614192427860024,100,0
33,0.3145636903862,0.10335509288295545,0.11270964298670995,0.06335771242285436,0.3406596602030417,0.8126103956167156,100,0
34,0.32345662784818324,0.11893493431656663,0.08477488320548378,0.05307664465399737,0.3377301260856348,0.8126324148554859,100,0
35,0.3429152571432064,0.10323895765844088,0.10628249064477892,0.14355325664508156,0.6299050350032102,0.8608942303514874,100,0
36,0.30978868691196154,0.0671905209773342,0.04264375360578958,0.24083224306473172,0.6441011039228538,0.7713233975462795,100,0
37,0.5420559441346221,0.3275001749946317,0.18694739296355767,0.333623521627109,0.6919738088237336,0.7625999846477977,100,99.99999999999999
38,0.36381480474309996,0.14771438794002303,0.1331533588260309,0.08559407805964885,0.39457396346356916,0.8064140710181793,100,0
39,0.2674877162853516,0.10040264821946482,0.07625355911980596,0.09428809330844809,0.203303056056055,0.7974477363178488,100,0
40,0.27383347879639813,0.11617325393029357,0.18379393123425838,0.09885183889504838,0.13567874916004424,0.22305494799085532,100,100
41,0.23452194845822108,0.1547696661379735,0.18012094849351354,0.1431464760223389,0.47871080679628036,0.772107553805516,100,0
42,0.214258328988753,0.1161005241429237,0.2021635289083174,0.4094549730177838,0.5834150044466595,0.6454764434935908,100,0
43,0.30389410221502133,0.31426994705525174,0.32939521884479783,0.370706896085116,0.5177430900354919,0.7953902327803617,100,0
44,0.33873749072037956,0.20547822358736334,0.19205345821061517,0.2602363636194512,0.6024192098287426,0.8124579392138744,100,100
45,0.2206485123424744,0.1537946564940798,0.14644524867991432,0.1714748351783637,0.21026085446640808,0.6329407891033034,100,0
46,0.30200018419634994,0.43809461741596334,0.2015747641561565,0.2888782445127168,0.6124769395653826,0.7160721158121349,100,0
47,0.593404964387637,0.29814086482554397,0.19486286773613062,0.27029146122104725,0.5144459331622665,0.5488880122407815,100,0
48,0.18453400055841462,0.12553152568327364,0.09030369381543277,0.16776008244642565,0.5786835412482028,0.8569115554396037,100,0
49,0.2819183683980251,0.3276810624816813,0.6353348618412996,0.598053868959601,0.4670987716175083,0.8236153909916692,100,100
50,0.4274003389927454,0.186120921367431,0.4194160479349886,0.5857225935250805,0.3125329610712442,0.8220490164464023,100,99.99999999999999
51,0.2473092542427272,0.13978944386933959,0.6574118282255584,0.8030773307446661,0.09752082170657256,0.7897531639943778,100,100
52,0.31976354139679386,0.13752225391679607,0.5945292384533608,0.782639944289812,0.0911299522308561,0.831848256256425,100,100
53,0.25855347284948177,0.22048161978947958,0.6717056636326328,0.7268091616334142,0.12772302755979043,0.8207894325252943,100,100
54,0.3300185296169764,0.1838540444151048,0.6772991301394382,0.8079687912642738,0.11228804497199224,0.8068486609917189,100,100
55,0.26713093239811003,0.19448054140689666,0.6737390886397994,0.6891037698354336,0.15859992464053776,0.8230030076407776,100,0
56,0.2172365732433031,0.6997420243727874,0.5537885042257642,0.028237043404996023,0.09438931734903509,0.7670545357823718,100,100
57,0.33443432923659216,0.21026395844803863,0.5223395555351988,0.6304141710756469,0.27043635151589634,0.6068282611134024,100,0
58,0.3276315948263803,0.13872385435134968,0.5522599743899287,0.7032533958916304,0.20458015900400697,0.8499537370856053,100,100
59,0.2665323209083822,0.13596420035167553,0.5269876194456572,0.8019027012542544,0.18996350433617495,0.7428900334575594,100,0
60,0.30439987834443083,0.45145689073702155,0.3639369404959493,0.03614891671373417,0.425656366139426,0.829887654789741,100,0
61,0.4865901774597405,0.3578410375974117,0.31188222803404014,0.2269829249449782,0.6285658597796856,0.7782289765827588,100,0
62,0.3036549721956595,0.16066536510648907,0.11089194286483214,0.1768453814201977,0.6714903956528592,0.7862778561345231,100,0
63,0.40020773971882007,0.2519090040127831,0.11478323204903682,0.047363320104296135,0.5851797157939597,0.8322031092277962,100,0
64,0.5275597873347243,0.33005314265862956,0.1380562473666781,0.39710310856183095,0.7264115611156104,0.7527928214521981,100,99.99999999999989
65,0.4106558257870904,0.23591137106950544,0.15920583732324636,0.27283286406743695,0.6818800537246547,0.7795493709032658,100,99.99999999999993
66,0.3641385877433695,0.16085896977015157,0.16213006652212594,0.1736000869478867,0.5170831906757433,0.7317786907983662,100,0
67,0.40434738673830617,0.24372541656367053,0.19055612096648075,0.17961683302527226,0.4918151407027219,0.8191200801578508,100,0
68,0.38983139035395326,0.19848992747588032,0.13980551278330963,0.20752796665317366,0.710493928428694,0.7810619089156121,100,0
69,0.28549603416081365,0.13482755559889234,0.11365367340222003,0.08119555864527123,0.37845625709470376,0.8131288316950835,100,0
70,0.29321845825092513,0.15195464048555876,0.11640378245223647,0.13389821974350158,0.4459081042710628,0.7087848698747813,100,0
71,0.4359868547903912,0.20999392139107564,0.10515451877705775,0.15775464197171513,0.5734799475383265,0.8119853793659163,100,0
72,0.2417247796921165,0.12719149917076988,0.11436434864097325,0.05825922292920028,0.2409239824626875,0.7944976410592965,100,0
73,0.2853248850386587,0.11901355948671284,0.08583872328576396,0.016526110748211104,0.49777021483817063,0.82664917443165,100,0
74,0.3506235000270348,0.19353877885070758,0.15030310181700424,0.049547526302074214,0.6217890989651191,0.8186865632715529,100,0
75,0.2723513578357778,0.12678907700746797,0.09149870474276585,0.13964472082246587,0.5142241491329772,0.8046027845823246,100,0
76,0.3428448093023345,0.14643511470521717,0.12732590483930162,0.04009219132857098,0.566756896810441,0.817821057059738,100,0
77,0.41018383372501777,0.21594758284210427,0.20370200361125798,0.29112307674219945,0.5347614093709058,0.695688109936549,100,0
78,0.30935178452149875,0.14756874814686755,0.08291508653516425,0.15055702221552,0.23021459519947743,0.7806556842134947,100,0
79,0.28160781352768793,0.12962974653415416,0.1534647673537921,0.320607425141298,0.3053542304890543,0.611331319108073,100,0
80,0.33050200856591144,0.11660673935126403,0.0913764207534738,0.015540479212616243,0.4017238828205522,0.8255950098956572,100,0
81,0.3808372174945441,0.1367537676612878,0.15129804828341312,0.05748954983942291,0.47932642894912536,0.8325344426159628,100,0
82,0.25114338539772746,0.1059379680591926,0.060719044224935265,0.05694342445217538,0.35752123051234236,0.8195629841610328,100,0
83,0.24002923549041874,0.09626460619142245,0.06984292907959781,0.009660124042503436,0.2562561471717652,0.8109549444241042,100,0
84,0.2763942884299952,0.1109639158748304,0.0782203420954598,-0.00366807458595359,0.21325084615966036,0.6969922432769617,100,0
85,0.3026669714965968,0.104737020665005,0.10037495419058214,0.09929620021233868,0.36142904159621814,0.8119884503568139,100,0
86,0.2923457009708072,0.11763928334819015,0.10525353541640055,0.09176048774593576,0.37023501200023173,0.7388051189706608,100,0
87,0.3401151606340326,0.12253437804895562,0.11572954573869014,0.09864408382332016,0.5233675727018788,0.8103489683867846,100,0
88,0.21531670560973162,0.09211167739653116,0.07584422580630175,0.02752295858819943,0.4767288905834102,0.8395750177911,100,0
89,0.38346863717582014,0.3642083458668795,0.3175764988873129,0.5685123538508458,0.7593534857854887,0.7696895413816688,100,0
90,0.3674202351862472,0.5094725477155606,0.5309388285998755,0.5473324447181936,0.6906644003783515,0.7259010009259902,100,0
91,0.2857039203268701,0.17207367164030668,0.1615174632359635,0.36834766462169277,0.400319395730176,0.5684490332698249,100,0
92,0.2291862493643048,0.40237002553047474,0.6113449126648124,0.8058573870773696,0.32587100499720184,0.23167001690683836,100,0
93,0.4140739723363127,0.5964581201005963,0.6418335589809706,0.7179126172819993,0.7525971830390011,0.7287656368288487,100,0
94,0.6183602851502068,0.5967630086386291,0.6034893345189947,0.651480932956222,0.7542640746036413,0.7729898702603248,100,0
95,0.3385486240458864,0.506935126730425,0.5883036505726403,0.6773646229519148,0.7121031264955975,0.7790536246377947,100,100
96,0.28343406189841913,0.4081208284148742,0.5193312100484511,0.7368045000946267,0.7092426731078277,0.7501857510199409,100,0
97,0.47015243285589936,0.5955139850481985,0.49412366249354495,0.6468659218568044,0.7472825503241607,0.7610935006036813,100,0
98,0.5615795406695128,0.3196693803180598,0.43165713609579087,0.037675328513607866,0.08266660519123988,0.21286180335065866,100,100
99,0.5127305759145957,0.5877223818750182,0.5931391259780856,0.5583944720609296,0.6959261922419446,0.7802390935758386,100,0
100,0.3871394627657303,0.5307342116427674,0.6327142417557813,0.7235117085486937,0.7820018282499507,0.8294301963033003,100,0
101,0.3310128817185334,0.17405471614648113,0.6424471677703537,0.715255235811399,0.19555936232477075,0.8276277716614724,100,100
102,0.25916920596596393,0.11680128411342147,0.11648173667274318,0.12877428923430992,0.16963287508220523,0.7908597435833764,100,100
103,0.3885632810573239,0.11835164889301694,0.5266702357666739,0.8419010187941763,0.12417471906395634,0.8142576453865922,100,0
104,0.21432018981945003,0.1710658947359,0.5988691428457661,0.5798687573095286,0.13496218758583067,0.7974001404941946,100,0
105,0.25273659394199405,0.10679499691571726,0.09824403630737846,0.01697122609209601,0.3981761648273196,0.8339105247489416,100,100
106,0.27536606210848397,0.18270947298647763,0.46507174054647665,0.8454895942108369,0.38229308837830095,0.7452825699075291,100,100
107,0.26335161432200394,0.14373247409444784,0.49691665609824065,0.27713816175393347,0.3315365171618479,0.8035510109367444,100,100
108,0.4469202233687061,0.6204735636821713,0.43524746009731896,0.12169367770133925,0.4315026903088525,0.8280000425887171,100,100
109,0.15586700653167984,0.2349703036368902,0.720579827226696,0.23371527652386204,0.1008724451121906,0.7977753168938339,100,100
110,0.4383017324168304,0.5002496724063027,0.6267405990138224,0.815331952889426,0.6575092563253712,0.7377414958066953,100,0
111,0.30257532209091376,0.5625878590199549,0.5882134355350026,0.8040601302239901,0.7250245854518618,0.787038090542941,100,100
112,0.32731271232970904,0.30178526747928053,0.44159243860435765,0.7228378581914786,0.6828910463706432,0.696872453239839,100,0
113,0.20992643781467538,0.10758252696248553,0.4361517370977387,0.5281012482088603,0.09866781995609072,0.7695413077454326,100,0
114,0.28018286827456884,0.1047176048752011,0.520605598071529,0.8089332835074385,0.18018036432931828,0.7773279725545906,100,0
115,0.2508778313328102,0.11437979364692961,0.4416049254975596,0.7852796392079505,0.17887637846942298,0.7627726207327368,100,0
116,0.5299871484290383,0.22349600456930735,0.08069227523300684,0.3467729814888809,0.6844865498900495,0.8232551798946424,100,0
117,0.26877063573448823,0.0680844313888569,0.0722554432023353,0.24758746952624774,0.5301169015632996,0.841304259255721,100,100
118,0.28064776801750235,0.0799276149386181,0.07672663972899761,0.38878045976006625,0.5822377802311717,0.8105320885598738,100,0
119,0.30605713454536204,0.08652854790571497,0.10091217195036581,0.386853499686791,0.6719124272496215,0.7355423763008698,100,0
120,0.3198323833174549,0.11399255699102892,0.10983445380483017,0.11705947647106225,0.38465886414765504,0.8030617870677643,100,0
