point_id,district,hist_mean_ndvi,hist_std_ndvi
63,Mansehra,0.4548252587991719,0.03603369822432456
64,Mansehra,0.538594824016563,0.02742059548651819
65,Mansehra,0.4248853002070394,0.026384042492001287
66,Mansehra,0.49869544513457553,0.02296966785412954
67,Mansehra,0.4960279503105591,0.018741340176639962
68,Mansehra,0.44971656314699804,0.025418732655041777
69,Mansehra,0.5140281573498965,0.014295735141732956
70,Mansehra,0.4366708074534162,0.028299575632746418
71,Mansehra,0.4275614906832298,0.019627571505699704
72,Mansehra,0.4811265010351968,0.02844970859873853
73,Mansehra,0.47127971014492753,0.023935733723374392
74,Mansehra,0.43667432712215337,0.02473116639466767
75,Sheikhpura,0.4555863354037267,0.04516967757103195
76,Sheikhpura,0.47206376811594214,0.030267866428113226
77,Sheikhpura,0.3384737060041408,0.029269655004303247
78,Sheikhpura,0.3986432712215321,0.04288972928737143
79,Sheikhpura,0.4541136645962733,0.02721782040440303
80,Sheikhpura,0.3874488612836439,0.030866479911859517
81,Sheikhpura,0.4275231884057971,0.04019386657579698
82,Sheikhpura,0.435603519668737,0.029385108275896195
83,Sheikhpura,0.44982857142857147,0.04364562633026531
84,Sheikhpura,0.48461946169772263,0.029216450696527303
85,Sheikhpura,0.40432939958592135,0.041809512926475466
86,Sheikhpura,0.4941805383022774,0.01958799564869601
87,Sheikhpura,0.4125306418219462,0.02295992569484556
88,Sheikhpura,0.46899047619047624,0.041044835105371415
89,Sheikhpura,0.4099498964803314,0.035141860230768845
90,Sheikhpura,0.42435983436853014,0.033873129027501885
91,Sheikhpura,0.42567846790890274,0.041615628328262946
92,Sheikhpura,0.3672469979296067,0.04517895670285789
93,Sheikhpura,0.4490592132505176,0.024510930340183562
94,Sheikhpura,0.4069449275362319,0.08904945551574268
95,Sheikhpura,0.3507097308488613,0.053814541015837714
96,Sheikhpura,0.4508298136645963,0.05108691481934275
97,Sheikhpura,0.47171055900621106,0.028224107179353367
98,Sheikhpura,0.35721532091097313,0.07701888839925333
99,Sheikhpura,0.40536853002070394,0.03239490159982001
100,Islamabad Capital Territory,0.38707722567287783,0.04944714049135837
101,Islamabad Capital Territory,0.3586954451345757,0.04865164838323799
102,Islamabad Capital Territory,0.34436956521739126,0.044279659237197046
103,Islamabad Capital Territory,0.491888612836439,0.042333424189755865
104,Islamabad Capital Territory,0.39853995859213254,0.024405357887112886
105,Islamabad Capital Territory,0.3051329192546584,0.05511716203800127
106,Islamabad Capital Territory,0.3625180124223602,0.05743904404873728
107,Islamabad Capital Territory,0.2356138716356108,0.05441531911176811
108,Islamabad Capital Territory,0.45783561076604556,0.025770004866373687
109,Islamabad Capital Territory,0.36338778467908905,0.04041228432212013
110,Islamabad Capital Territory,0.4512761904761905,0.043850260792096196
111,Islamabad Capital Territory,0.38870910973084893,0.03900290965750204
112,Islamabad Capital Territory,0.4158869565217392,0.03414633557681311
113,Islamabad Capital Territory,0.3775070393374741,0.040884730776748576
114,Islamabad Capital Territory,0.31509668737060037,0.034896941177763284
115,Islamabad Capital Territory,0.42654699792960665,0.04325471755458066
116,Islamabad Capital Territory,0.39159254658385095,0.03597399819982418
117,Islamabad Capital Territory,0.4465159420289855,0.029288718987376523
118,Islamabad Capital Territory,0.34211780538302267,0.04470152572166842
119,Islamabad Capital Territory,0.4487364389233955,0.038981281494013115
120,Islamabad Capital Territory,0.47535507246376807,0.04394134969730197
121,Islamabad Capital Territory,0.2659534161490683,0.06974451423257334
122,Islamabad Capital Territory,0.31823664596273293,0.07082972632697074
123,Islamabad Capital Territory,0.43938964803312636,0.05607523748845338
124,Islamabad Capital Territory,0.24819399585921326,0.03504605078372588
125,Chagai,0.12933975155279503,0.05980687416118403
126,Chagai,0.1371666666666667,0.021324352729301395
127,Chagai,0.09811925465838509,0.021539129581024455
128,Chagai,0.09026956521739132,0.02120481961326756
129,Chagai,0.12346293995859214,0.057574140198721264
130,Chagai,0.15169192546583854,0.03824585726294878
131,Chagai,0.08910814658711416,0.036208853369153186
132,Chagai,0.18343602484472052,0.025903228967420425
133,Chagai,0.17721200828157352,0.02599793436834823
134,Chagai,0.10590124223602486,0.03918518344210481
135,Chagai,0.0737508261855467,0.020481731177209663
136,Chagai,0.16854554865424426,0.05003912334912308
137,Chagai,0.07024865424430642,0.009427210671852293
138,Chagai,0.1106337474120083,0.028288608584551237
139,Chagai,0.0937712215320911,0.013354977917983579
140,Chagai,0.11026438923395444,0.04118201213342697
141,Chagai,0.15985341614906837,0.018614267859387943
142,Chagai,0.09643916987084689,0.03554710107453571
143,Chagai,0.11646273291925467,0.037130151655754735
144,Chagai,0.1416262939958592,0.018670895567754555
145,Chagai,0.14826604554865425,0.07146688653586222
146,Chagai,0.16576811594202898,0.042595259645498276
147,Chagai,0.17115383022774328,0.023522466721857045
148,Chagai,0.1414095238095238,0.06269047305645874
149,Chagai,0.07820973084886129,0.02390395256916255
150,Nushki,0.1476393374741201,0.018899777860115968
151,Nushki,0.11114099378881988,0.04251813623021575
152,Nushki,0.18611552795031058,0.036990222475334296
153,Nushki,0.1379146997929607,0.016610731963891557
154,Nushki,0.09076107660455486,0.013610882981015347
155,Nushki,0.15238985507246375,0.018501940999418286
156,Nushki,0.09307867494824018,0.01265797316487327
157,Nushki,0.1673987577639752,0.03383370961983615
158,Nushki,0.1511418219461698,0.029103969235345434
159,Nushki,0.1291888198757764,0.03046604385534696
160,Nushki,0.14221242236024847,0.031027507078259256
161,Nushki,0.16482339544513458,0.032424409291420236
162,Nushki,0.16027577639751553,0.03055514415326944
163,Nushki,0.0977513457556936,0.014786447353204868
164,Nushki,0.15514741200828158,0.022968331977760215
165,Nushki,0.0851567287784679,0.01402426567997186
166,Nushki,0.11431262939958588,0.015779041849215764
167,Nushki,0.17933685300207042,0.029722224034021492
168,Nushki,0.13544927536231882,0.013388961394170073
169,Nushki,0.15672008281573502,0.024340184118533132
170,Nushki,0.11746873706004142,0.018868066680583166
171,Nushki,0.11881552795031057,0.04671174498540266
172,Nushki,0.15229171842650102,0.01773286323671138
173,Nushki,0.1430465838509317,0.024690996088895082
174,Nushki,0.13310124223602482,0.016124897184041257
175,Qilla Abdullah,0.1401919254658385,0.03205341211708468
176,Qilla Abdullah,0.2056142857142858,0.03888692224224208
177,Qilla Abdullah,0.21709399585921332,0.028976244238614512
178,Qilla Abdullah,0.1834144927536232,0.01565717324883657
179,Qilla Abdullah,0.11038716356107663,0.019276342483968742
180,Qilla Abdullah,0.16856356107660456,0.02536680922601628
181,Qilla Abdullah,0.09518592132505177,0.01641666790660484
182,Qilla Abdullah,0.15141552795031055,0.014638380294360834
183,Qilla Abdullah,0.16250144927536234,0.019181865804853013
184,Qilla Abdullah,0.2184134575569358,0.043598722376478195
185,Qilla Abdullah,0.17201821946169776,0.019350807717729818
186,Qilla Abdullah,0.2234012422360249,0.06734019312240634
187,Qilla Abdullah,0.13433809523809523,0.014691125333671796
188,Qilla Abdullah,0.1955101449275362,0.04006908278167909
189,Qilla Abdullah,0.19250372670807453,0.025927472718029945
190,Qilla Abdullah,0.11481200828157351,0.026090090215673652
191,Qilla Abdullah,0.10643892339544514,0.026147143594465398
192,Qilla Abdullah,0.07589482401656315,0.00785961298553432
193,Qilla Abdullah,0.15141552795031055,0.014638380294360834
194,Qilla Abdullah,0.10346314699792963,0.016872135757444413
195,Qilla Abdullah,0.17482608695652177,0.030121947095471623
196,Qilla Abdullah,0.13914906832298132,0.038796497321485074
197,Qilla Abdullah,0.2185190476190476,0.03510384739136842
198,Qilla Abdullah,0.34970496894409936,0.030159234628993135
199,Qilla Abdullah,0.19250372670807453,0.025927472718029945
200,Quetta,0.29832380952380955,0.024658799582090763
201,Quetta,0.21811242236024841,0.03859270769926532
202,Quetta,0.14707391304347828,0.019722919164582898
203,Quetta,0.13581904761904762,0.019824325249368464
204,Quetta,0.25699503105590066,0.028569864819030667
205,Quetta,0.18264389233954453,0.015983421394772244
206,Quetta,0.22820227743271224,0.026675302115354845
207,Quetta,0.18415962732919255,0.023097185279835078
208,Quetta,0.16858198757763976,0.029320078233898764
209,Quetta,0.2236658385093168,0.040246972642518086
210,Quetta,0.3065393374741201,0.06824432772199987
211,Quetta,0.3267128364389234,0.023683817907401896
212,Quetta,0.3372420289855072,0.028764529119138765
213,Quetta,0.20738157349896483,0.040118207054037666
214,Quetta,0.214355486542443,0.025807845503986362
215,Quetta,0.10913581780538302,0.01496514063285272
216,Quetta,0.2423312629399586,0.031548211504737064
217,Quetta,0.16428012422360244,0.024323232202100302
218,Quetta,0.1342,0.009409765039512841
219,Quetta,0.2375966873706004,0.022330184846706933
220,Quetta,0.2703583850931676,0.02991412618928196
221,Quetta,0.23805714285714286,0.030015189070094636
222,Quetta,0.3488610766045549,0.04374788132367077
223,Quetta,0.17088674948240165,0.03312017073841869
224,Quetta,0.17830703933747416,0.020142327199027504
225,Pishin,0.10307329192546584,0.024882657164650344
226,Pishin,0.07648281573498965,0.008947159821654548
227,Pishin,0.13630869565217393,0.022392821553052427
228,Pishin,0.20925051759834373,0.01445673724375492
229,Pishin,0.27424803312629403,0.046633134014377284
230,Pishin,0.17217971014492756,0.015375607167399694
231,Pishin,0.1955097308488613,0.022666793202750134
232,Pishin,0.11942008281573498,0.024563022986916986
233,Pishin,0.1498737060041408,0.023528248582684715
234,Pishin,0.17297867494824018,0.016656665244970933
235,Pishin,0.15342443064182193,0.0236136553619694
236,Pishin,0.2614517598343685,0.026323587061101494
237,Pishin,0.123339751552795,0.010742258141340121
238,Pishin,0.2100697722567288,0.03122173344993304
239,Pishin,0.14357784679089028,0.030764671520775094
240,Pishin,0.18621677018633545,0.014085091145422623
241,Pishin,0.12936335403726706,0.018293877078326037
242,Pishin,0.1630057971014493,0.024220520568046265
243,Pishin,0.1557097308488613,0.019938742442393447
244,Pishin,0.13802815734989646,0.019563677768685974
245,Pishin,0.11080724637681161,0.010528488957354927
246,Pishin,0.11527267080745343,0.022326916575870128
247,Pishin,0.10193747412008282,0.010333117534779264
248,Pishin,0.19902277432712218,0.03346494636973616
249,Pishin,0.2624010351966874,0.04251672522071787
250,Kharan,0.1240407867494824,0.04651234144890455
251,Kharan,0.07523333333333335,0.006034755510546577
252,Kharan,0.0805134575569358,0.008588099554897354
253,Kharan,0.1332438923395445,0.024667758023438076
254,Kharan,0.0941159420289855,0.015636210074773473
255,Kharan,0.12937556935817807,0.04536635558691923
256,Kharan,0.1068761904761905,0.04143522585341085
257,Kharan,0.08161925465838511,0.01313687216716883
258,Kharan,0.1291262939958592,0.021892732357699382
259,Kharan,0.10918385093167701,0.011550888642548137
260,Kharan,0.11388778467908901,0.03303027094175893
261,Kharan,0.1181335403726708,0.02343393742518655
262,Kharan,0.11349420289855074,0.028308361507387435
263,Kharan,0.13422008281573497,0.027160178408148775
264,Kharan,0.13614989648033127,0.029606343568133967
265,Kharan,0.11202111801242234,0.0330275487997586
266,Kharan,0.1469832298136646,0.029992558361869166
267,Kharan,0.17772546583850934,0.03979209802733097
268,Kharan,0.11842132505175981,0.032913894842126735
269,Kharan,0.11526604554865427,0.02110045925795579
270,Kharan,0.07583167701863355,0.021929295508917545
271,Kharan,0.14433747412008283,0.02244687945155382
272,Kharan,0.06871035196687372,0.026380739218290792
273,Kharan,0.1181335403726708,0.02343393742518655
274,Kharan,0.0997424430641822,0.03834690453733147
275,Mastung,0.2502395445134576,0.049706067333105404
276,Mastung,0.11771511387163565,0.01625205054299858
277,Mastung,0.14073043478260866,0.014956045721637319
278,Mastung,0.16567308488612834,0.01627082182455578
279,Mastung,0.19462049689440994,0.0189839940039637
280,Mastung,0.23291490683229812,0.021792660701256024
281,Mastung,0.18909337474120086,0.023016406795171328
282,Mastung,0.17265714285714284,0.01488234847497392
283,Mastung,0.10952256728778467,0.026924668471329863
284,Mastung,0.21352111801242238,0.024163117004987758
285,Mastung,0.11981387163561076,0.01475388602956368
286,Mastung,0.15062215320910977,0.021705524870236213
287,Mastung,0.18854927536231883,0.022576177455889877
288,Mastung,0.11279710144927536,0.026290333050500943
289,Mastung,0.17799316770186335,0.037949652429123494
290,Mastung,0.1745826086956522,0.020838111433350622
291,Mastung,0.14091614906832298,0.02084707268516757
292,Mastung,0.18944782608695654,0.02030609783158077
293,Mastung,0.09107080745341616,0.012273589509472736
294,Mastung,0.16882256728778466,0.0240599788612755
295,Mastung,0.16119275362318844,0.019816090217597844
296,Mastung,0.1267776397515528,0.021206178361374364
297,Mastung,0.22588571428571433,0.03277253468794873
298,Mastung,0.2122418219461698,0.022288836900670874
299,Mastung,0.22325300207039334,0.046976948141711765
300,Ziarat,0.18140745341614908,0.017787721788805905
301,Ziarat,0.18140745341614908,0.017787721788805905
302,Ziarat,0.24320600414078675,0.016493865311072744
303,Ziarat,0.22077391304347826,0.01508389942833645
304,Ziarat,0.19585507246376807,0.012381358569543824
305,Ziarat,0.14061739130434786,0.01755853023396187
306,Ziarat,0.15011469979296063,0.008027319281651004
307,Ziarat,0.1261186335403727,0.014952090690274039
308,Ziarat,0.2317962732919255,0.02687131515490292
309,Ziarat,0.24800703933747417,0.015756987826470302
310,Ziarat,0.20019937888198758,0.010273159226663445
311,Ziarat,0.24007018633540372,0.02826806843447183
312,Ziarat,0.2698086956521739,0.025172143527992814
313,Ziarat,0.1794267080745342,0.019430176076024833
314,Ziarat,0.27750455486542447,0.01847449336704877
315,Ziarat,0.21163954451345757,0.015487648007503537
316,Ziarat,0.23657846790890272,0.015112107273855112
317,Ziarat,0.24007018633540372,0.02826806843447183
318,Ziarat,0.21306708074534159,0.014084660279292057
319,Ziarat,0.1476552795031056,0.007875899117983212
320,Ziarat,0.13747163561076606,0.012702758272404904
321,Ziarat,0.25119420289855077,0.026616076573211796
322,Ziarat,0.24007018633540372,0.02826806843447183
323,Ziarat,0.14634886128364394,0.013788065087928307
324,Ziarat,0.17083126293995862,0.009614548924882966
325,Qilla Saifullah,0.31252091097308493,0.041615296711295394
326,Qilla Saifullah,0.16633602484472054,0.023230289457157147
327,Qilla Saifullah,0.35826563146997936,0.033538249819075695
328,Qilla Saifullah,0.19547494824016565,0.019589146576986145
329,Qilla Saifullah,0.11883540372670807,0.029323087319888037
330,Qilla Saifullah,0.15752732919254658,0.0199551571788789
331,Qilla Saifullah,0.156496066252588,0.050993499713797345
332,Qilla Saifullah,0.12347639751552796,0.018936115128379418
333,Qilla Saifullah,0.28645921325051765,0.028669804045603257
334,Qilla Saifullah,0.11440910973084885,0.028517792103828925
335,Qilla Saifullah,0.15228012422360246,0.0328023975390916
336,Qilla Saifullah,0.27124761904761907,0.040495298989052804
337,Qilla Saifullah,0.13191076604554866,0.038273476998205665
338,Qilla Saifullah,0.22903850931677022,0.025683738319274015
339,Qilla Saifullah,0.20342546583850937,0.022356201244033723
340,Qilla Saifullah,0.2916246376811594,0.03347157706218093
341,Qilla Saifullah,0.2562689440993789,0.02792177128198462
342,Qilla Saifullah,0.10405942028985507,0.015936322920101772
343,Qilla Saifullah,0.11520207039337478,0.016370137060448667
344,Qilla Saifullah,0.2296954451345756,0.02988474859715062
345,Qilla Saifullah,0.07837681159420289,0.0198296867683455
346,Qilla Saifullah,0.14679730848861283,0.0617301484218995
347,Qilla Saifullah,0.0973385093167702,0.019336191131888093
348,Qilla Saifullah,0.17782691511387164,0.04514814433343047
349,Qilla Saifullah,0.1010086956521739,0.034887601784933366
350,Gwadar,0.1266298136645963,0.025303714152763564
351,Gwadar,0.16804525056052513,0.07346428698924314
352,Gwadar,0.2834920827619585,0.07366611493302994
353,Gwadar,0.16936790890269154,0.02958478655965493
354,Gwadar,0.3177345755693582,0.07409933693018536
355,Gwadar,0.29757087915535124,0.06854834446365599
356,Gwadar,0.054925294532208555,0.06630345787589245
357,Gwadar,0.23359666854884242,0.06196067772398018
358,Gwadar,0.29757038396386226,0.06908716852608901
359,Gwadar,0.2479388481084134,0.06523728120029187
360,Gwadar,0.2097462262375306,0.04686063792110762
361,Gwadar,0.1623382834556748,0.03886227945243351
362,Gwadar,0.23648014757154506,0.0728791699596145
363,Gwadar,0.23359666854884242,0.06196067772398018
364,Gwadar,0.23392890663511784,0.08292128390600666
365,Gwadar,0.08161812535290795,0.02915414497508413
366,Gwadar,0.06646224111866969,0.084666326043737
367,Gwadar,0.29757038396386226,0.06908716852608901
368,Gwadar,0.07178674948240164,0.025033233054901446
369,Gwadar,0.20699917184265018,0.06373645590804759
370,Gwadar,0.13134927536231883,0.0435285532178545
371,Gwadar,0.1582213949611465,0.06309162562510973
372,Gwadar,0.12410556182947491,0.07472625187371656
373,Gwadar,0.10671117332905007,0.0444923669470174
374,Gwadar,0.1623382834556748,0.03886227945243351
375,Kech,0.10396853002070394,0.016364904018797193
376,Kech,0.12135093167701864,0.04329282501419495
377,Kech,0.11322670193160876,0.11712816196755149
378,Kech,0.18659730848861283,0.08195231079654605
379,Kech,0.1464648033126294,0.03902725114111403
380,Kech,0.15295859213250515,0.06702242611229971
381,Kech,0.08767660455486542,0.053317723497806536
382,Kech,0.07381925465838508,0.03205944759322545
383,Kech,0.0825304347826087,0.012163308232251627
384,Kech,0.07186790890269153,0.04804039439014675
385,Kech,0.17158115942028987,0.08105864487605706
386,Kech,0.15749968408878473,0.12788604099343132
387,Kech,0.25009627329192546,0.07006752290676402
388,Kech,0.1746679089026915,0.01744403189530506
389,Kech,0.08703641675554719,0.12741234657788772
390,Kech,0.11390952380952384,0.0373122100914492
391,Kech,0.24048447204968942,0.04566741604116952
392,Kech,0.11937453416149069,0.08547348595504066
393,Kech,0.10534244306418218,0.0481290036445491
394,Kech,0.13245734989648034,0.08134452615623285
395,Kech,0.12669958592132508,0.06302211750500442
396,Kech,0.060239958592132506,0.02577242082289807
397,Kech,0.13027018633540374,0.09434350672088546
398,Kech,0.054384679089026916,0.012009391156703875
399,Kech,0.19108819875776398,0.06839209209496924
400,Panjgur,0.07582836438923396,0.008319792323952833
401,Panjgur,0.10035900621118013,0.0185207563756924
402,Panjgur,0.12583664596273295,0.03155973306939294
403,Panjgur,0.12027660455486541,0.02208452308354233
404,Panjgur,0.06995797101449276,0.014956074992926642
405,Panjgur,0.0865447204968944,0.014529521485104564
406,Panjgur,0.15756915113871633,0.017848382053551715
407,Panjgur,0.09132919254658385,0.026194695295972733
408,Panjgur,0.07286873706004142,0.009291172887965994
409,Panjgur,0.07367370600414079,0.010402071093917864
410,Panjgur,0.09018509316770187,0.008729635105151573
411,Panjgur,0.07721035196687372,0.01246456375785294
412,Panjgur,0.1257041407867495,0.010329161139967477
413,Panjgur,0.07882463768115942,0.013616326803788428
414,Panjgur,0.18873084886128363,0.02829323790268043
415,Panjgur,0.11346086956521739,0.018165478146013464
416,Panjgur,0.09542608695652173,0.01321898193817753
417,Panjgur,0.07189875776397517,0.008920736279530933
418,Panjgur,0.06787329192546585,0.018429315045556234
419,Panjgur,0.0943368530020704,0.02614918108950836
420,Panjgur,0.12712836438923394,0.012780502468624685
421,Panjgur,0.17744513457556937,0.01531369529595104
422,Panjgur,0.06398281573498965,0.010330153800978788
423,Panjgur,0.0836008281573499,0.010050705511740485
424,Panjgur,0.08033395445134577,0.009465651347890368
425,Zhob,0.16802608695652174,0.04065377373098988
426,Zhob,0.12325610766045553,0.010135414134918594
427,Zhob,0.2744275362318841,0.02346301549861614
428,Zhob,0.12577163561076604,0.024044959973626722
429,Zhob,0.24379089026915116,0.018650673126568398
430,Zhob,0.2028378881987578,0.018706424030640673
431,Zhob,0.1494395445134576,0.03498581536581875
432,Zhob,0.24204140786749478,0.023498150712361023
433,Zhob,0.2688952380952381,0.014286273383004368
434,Zhob,0.23351511387163562,0.046759568041021514
435,Zhob,0.1741202898550725,0.03428503987969543
436,Zhob,0.15013209109730852,0.014743297717077133
437,Zhob,0.23177308488612838,0.02398537716598742
438,Zhob,0.14591387163561076,0.016737931640494176
439,Zhob,0.14360517598343683,0.032166075611335186
440,Zhob,0.1711351966873706,0.022592070687380165
441,Zhob,0.13636169772256726,0.012851701175201811
442,Zhob,0.2417325051759835,0.027759930693846555
443,Zhob,0.26950351966873703,0.01574533505117414
444,Zhob,0.2575672877846791,0.033993776008376754
445,Zhob,0.22009792960662528,0.024147540115218472
446,Zhob,0.2695089026915114,0.019090630549312825
447,Zhob,0.159079917184265,0.02618379168373177
448,Zhob,0.12179233954451345,0.01623986896387799
449,Zhob,0.18200766045548653,0.04509472090456635
450,Musakhel,0.17043975155279506,0.02764504613024978
451,Musakhel,0.22860683229813666,0.031499264310813124
452,Musakhel,0.19323436853002074,0.02231671424780499
453,Musakhel,0.24403788819875777,0.04481033767632269
454,Musakhel,0.23310600414078672,0.028387037002695927
455,Musakhel,0.20750082815734994,0.020333125257839438
456,Musakhel,0.21701490683229818,0.04529264613984803
457,Musakhel,0.16292422360248449,0.019837285918995303
458,Musakhel,0.24132153209109736,0.024449410807993052
459,Musakhel,0.2696600414078676,0.02252365914336019
460,Musakhel,0.1585695652173913,0.020583593530316767
461,Musakhel,0.2013331262939959,0.030061328152839337
462,Musakhel,0.2385033126293996,0.0315283008492675
463,Musakhel,0.1952968944099379,0.022158192866392635
464,Musakhel,0.17584202898550724,0.03229168415930804
465,Musakhel,0.20026749482401654,0.024241231082565318
466,Musakhel,0.1893215320910973,0.028309755440223017
467,Musakhel,0.19717888198757766,0.030420695239705902
468,Musakhel,0.2955115942028985,0.047501375305612444
469,Musakhel,0.26167412008281576,0.03738097631632027
470,Musakhel,0.22699358178053833,0.01783850961473751
471,Musakhel,0.2376848861283644,0.05352136771334099
472,Musakhel,0.2879542443064183,0.022472620427118284
473,Musakhel,0.2891051759834368,0.027719665757175743
474,Musakhel,0.13019358178053833,0.018285016403082593
475,Loralai,0.25158799171842655,0.05407141237270755
476,Loralai,0.28344327122153207,0.03409161895787527
477,Loralai,0.12499523809523809,0.029844439207889054
478,Loralai,0.23121138716356113,0.05102308969316408
479,Loralai,0.2060892339544513,0.0543419511626973
480,Loralai,0.19112629399585926,0.02515680569116265
481,Loralai,0.29360165631469987,0.05305401060414704
482,Loralai,0.26255300207039334,0.04435915715306992
483,Loralai,0.21299482401656317,0.023783056328619042
484,Loralai,0.2091801242236025,0.024485214181504306
485,Loralai,0.20559648033126296,0.024182657928642506
486,Loralai,0.21301180124223604,0.0496556259499662
487,Loralai,0.1549511387163561,0.041481098598293555
488,Loralai,0.17272194616977224,0.03485581482255536
489,Loralai,0.32285217391304355,0.04301291172670393
490,Loralai,0.19889151138716357,0.036529608598984256
491,Loralai,0.1996656314699793,0.02091468203378281
492,Loralai,0.26813871635610764,0.03769357114199488
493,Loralai,0.10662111801242237,0.01696950568807806
494,Loralai,0.15061884057971017,0.02875740295232971
495,Loralai,0.21344906832298138,0.017325787364781638
496,Loralai,0.20629565217391307,0.041912013981840884
497,Loralai,0.1949803312629399,0.04570598523564195
498,Loralai,0.19359668737060046,0.02448275942117709
499,Loralai,0.23351180124223606,0.03462382642971308
500,Sibi,0.12022380952380955,0.02299104471006666
501,Sibi,0.3470250517598344,0.02208093619165117
502,Sibi,0.17723271221532091,0.05260270149824263
503,Sibi,0.18592774327122155,0.034449088420432976
504,Sibi,0.17677308488612836,0.048030033336379514
505,Sibi,0.11266645962732923,0.022437982107019555
506,Sibi,0.12129627329192545,0.03594781988393215
507,Sibi,0.23874554865424433,0.08412073346860542
508,Sibi,0.10238985507246376,0.028072419217747186
509,Sibi,0.26946542443064186,0.04045713186034825
510,Sibi,0.37420786749482404,0.02965050527532748
511,Sibi,0.297423602484472,0.02597164187345718
512,Sibi,0.14793291925465843,0.02844451339351017
513,Sibi,0.23096376811594202,0.027707466475712504
514,Sibi,0.17222298136645964,0.02632412545133243
515,Sibi,0.2009509316770186,0.030810400659631466
516,Sibi,0.12446811594202899,0.030118235704356424
517,Sibi,0.1721091097308489,0.01777731716259817
518,Sibi,0.15161035196687372,0.022106540627005785
519,Sibi,0.11043374741200829,0.021383910793873286
520,Sibi,0.18861428571428573,0.07190784422640398
521,Sibi,0.1290231884057971,0.026707402015382534
522,Sibi,0.22727722567287784,0.04124504407591468
523,Sibi,0.1867894409937888,0.06350979510518594
524,Sibi,0.0993302277432712,0.019767644123932622
525,Barkhan,0.24045051759834365,0.0491417423268299
526,Barkhan,0.17886024844720497,0.05420530886048828
527,Barkhan,0.24120041407867496,0.06186330611332372
528,Barkhan,0.24092070393374745,0.04660577130177211
529,Barkhan,0.24033768115942034,0.04856756061106321
530,Barkhan,0.2548672877846791,0.03302882399851849
