point_id,district,modis_current_ndvi
73,Mansehra,0.49386956521739134
74,Mansehra,0.4496565217391304
75,Sheikhpura,0.5076913043478262
76,Sheikhpura,0.5152608695652174
77,Sheikhpura,0.3914956521739131
78,Sheikhpura,0.36184782608695654
79,Sheikhpura,0.4839521739130435
80,Sheikhpura,0.4610826086956522
81,Sheikhpura,0.4667217391304348
82,Sheikhpura,0.46664782608695654
83,Sheikhpura,0.4925130434782609
84,Sheikhpura,0.5403434782608696
85,Sheikhpura,0.4992695652173913
86,Sheikhpura,0.5084913043478261
87,Sheikhpura,0.44087391304347834
88,Sheikhpura,0.5208347826086958
89,Sheikhpura,0.4574826086956522
90,Sheikhpura,0.5060869565217391
91,Sheikhpura,0.5063869565217392
92,Sheikhpura,0.4455217391304348
93,Sheikhpura,0.5130956521739131
94,Sheikhpura,0.4690260869565217
95,Sheikhpura,0.4179521739130435
96,Sheikhpura,0.5183304347826088
97,Sheikhpura,0.5002130434782609
98,Sheikhpura,0.4769347826086957
99,Sheikhpura,0.45243478260869574
100,Islamabad Capital Territory,0.493404347826087
101,Islamabad Capital Territory,0.39955217391304354
102,Islamabad Capital Territory,0.445004347826087
103,Islamabad Capital Territory,0.5335347826086957
104,Islamabad Capital Territory,0.3958521739130435
105,Islamabad Capital Territory,0.27942608695652177
106,Islamabad Capital Territory,0.41567391304347834
107,Islamabad Capital Territory,0.33691304347826084
108,Islamabad Capital Territory,0.47189565217391305
109,Islamabad Capital Territory,0.45137826086956523
110,Islamabad Capital Territory,0.5106652173913043
111,Islamabad Capital Territory,0.4448086956521739
112,Islamabad Capital Territory,0.48436956521739133
113,Islamabad Capital Territory,0.44491304347826094
114,Islamabad Capital Territory,0.3430217391304348
115,Islamabad Capital Territory,0.49229130434782614
116,Islamabad Capital Territory,0.4428652173913043
117,Islamabad Capital Territory,0.4471086956521739
118,Islamabad Capital Territory,0.326604347826087
119,Islamabad Capital Territory,0.47472608695652174
120,Islamabad Capital Territory,0.5461608695652175
121,Islamabad Capital Territory,0.4175739130434783
122,Islamabad Capital Territory,0.273
123,Islamabad Capital Territory,0.5060347826086957
124,Islamabad Capital Territory,0.37212173913043484
125,Chagai,0.28412608695652175
126,Chagai,0.17358260869565217
127,Chagai,0.16539565217391305
128,Chagai,0.14272608695652175
129,Chagai,0.2494521739130435
130,Chagai,0.24154347826086955
131,Chagai,0.1899391304347826
132,Chagai,0.24221739130434786
133,Chagai,0.22027391304347826
134,Chagai,0.21648695652173916
135,Chagai,0.13259565217391306
136,Chagai,0.23105652173913047
137,Chagai,0.07911304347826088
138,Chagai,0.20104347826086957
139,Chagai,0.09622608695652174
140,Chagai,0.17882173913043478
141,Chagai,0.17747391304347826
142,Chagai,0.1771391304347826
143,Chagai,0.24079565217391305
144,Chagai,0.17644782608695653
145,Chagai,0.3212478260869565
146,Chagai,0.23022608695652175
147,Chagai,0.21910869565217392
148,Chagai,0.2543913043478261
149,Chagai,0.14104782608695654
150,Nushki,0.1418608695652174
151,Nushki,0.19801304347826088
152,Nushki,0.25295652173913047
153,Nushki,0.13054347826086957
154,Nushki,0.12556521739130436
155,Nushki,0.15990000000000001
156,Nushki,0.1376304347826087
157,Nushki,0.21680869565217392
158,Nushki,0.19005652173913043
159,Nushki,0.12686086956521742
160,Nushki,0.1606608695652174
161,Nushki,0.21391739130434786
162,Nushki,0.18333043478260871
163,Nushki,0.09124347826086956
164,Nushki,0.19072608695652177
165,Nushki,0.10850434782608695
166,Nushki,0.1381608695652174
167,Nushki,0.19501304347826087
168,Nushki,0.15520869565217393
169,Nushki,0.1661
170,Nushki,0.1540521739130435
171,Nushki,0.20431304347826088
172,Nushki,0.16624347826086958
173,Nushki,0.14062608695652176
174,Nushki,0.14230869565217394
175,Qilla Abdullah,0.25511739130434785
176,Qilla Abdullah,0.1769
177,Qilla Abdullah,0.3195652173913044
178,Qilla Abdullah,0.18565217391304348
179,Qilla Abdullah,0.13410434782608696
180,Qilla Abdullah,0.25347391304347827
181,Qilla Abdullah,0.10971304347826089
182,Qilla Abdullah,0.15614347826086958
183,Qilla Abdullah,0.20059565217391306
184,Qilla Abdullah,0.16355652173913043
185,Qilla Abdullah,0.22333478260869566
186,Qilla Abdullah,0.19560434782608696
187,Qilla Abdullah,0.15162608695652174
188,Qilla Abdullah,0.2736913043478261
189,Qilla Abdullah,0.2692695652173913
190,Qilla Abdullah,0.12137391304347826
191,Qilla Abdullah,0.2003
192,Qilla Abdullah,0.08170434782608696
193,Qilla Abdullah,0.15614347826086958
194,Qilla Abdullah,0.14675652173913042
195,Qilla Abdullah,0.13601739130434784
196,Qilla Abdullah,0.15642173913043478
197,Qilla Abdullah,0.25702608695652174
198,Qilla Abdullah,0.37126521739130436
199,Qilla Abdullah,0.2692695652173913
200,Quetta,0.27246521739130436
201,Quetta,0.2747391304347826
202,Quetta,0.1454434782608696
203,Quetta,0.18733043478260872
204,Quetta,0.26961739130434786
205,Quetta,0.20450000000000002
206,Quetta,0.21530000000000002
207,Quetta,0.18786956521739132
208,Quetta,0.2144304347826087
209,Quetta,0.2831608695652174
210,Quetta,0.23422608695652175
211,Quetta,0.33927391304347826
212,Quetta,0.3322478260869565
213,Quetta,0.22738260869565216
214,Quetta,0.25070434782608697
215,Quetta,0.1318217391304348
216,Quetta,0.23669130434782612
217,Quetta,0.22611739130434785
218,Quetta,0.1471913043478261
219,Quetta,0.20434347826086957
220,Quetta,0.25188695652173915
221,Quetta,0.15711304347826088
222,Quetta,0.35458695652173916
223,Quetta,0.18784782608695652
224,Quetta,0.18834347826086958
225,Pishin,0.12904782608695653
226,Pishin,0.08471304347826088
227,Pishin,0.1517391304347826
228,Pishin,0.2539391304347826
229,Pishin,0.22384347826086956
230,Pishin,0.2055608695652174
231,Pishin,0.21106521739130435
232,Pishin,0.20595652173913045
233,Pishin,0.19389565217391305
234,Pishin,0.17584347826086957
235,Pishin,0.19448695652173914
236,Pishin,0.312504347826087
237,Pishin,0.12637391304347825
238,Pishin,0.2207086956521739
239,Pishin,0.19112608695652175
240,Pishin,0.2146608695652174
241,Pishin,0.17959565217391305
242,Pishin,0.19415217391304349
243,Pishin,0.13151304347826087
244,Pishin,0.1514826086956522
245,Pishin,0.1642391304347826
246,Pishin,0.1774826086956522
247,Pishin,0.1141608695652174
248,Pishin,0.19849565217391305
249,Pishin,0.32021304347826085
250,Kharan,0.1769434782608696
251,Kharan,0.08906086956521739
252,Kharan,0.10062608695652174
253,Kharan,0.17274347826086958
254,Kharan,0.17170869565217392
255,Kharan,0.18863478260869565
256,Kharan,0.1920130434782609
257,Kharan,0.09052608695652174
258,Kharan,0.18004347826086958
259,Kharan,0.14316521739130436
260,Kharan,0.16241739130434782
261,Kharan,0.1408608695652174
262,Kharan,0.16552173913043478
263,Kharan,0.16652173913043478
264,Kharan,0.21503478260869566
265,Kharan,0.15136521739130435
266,Kharan,0.21440434782608697
267,Kharan,0.2403391304347826
268,Kharan,0.20278260869565218
269,Kharan,0.18950434782608697
270,Kharan,0.16660434782608696
271,Kharan,0.1670608695652174
272,Kharan,0.17854782608695655
273,Kharan,0.1408608695652174
274,Kharan,0.1849
275,Mastung,0.3461608695652174
276,Mastung,0.1327695652173913
277,Mastung,0.17939130434782607
278,Mastung,0.2014217391304348
279,Mastung,0.20796956521739132
280,Mastung,0.2312782608695652
281,Mastung,0.2352695652173913
282,Mastung,0.20970434782608696
283,Mastung,0.14200000000000002
284,Mastung,0.2560869565217392
285,Mastung,0.15556521739130436
286,Mastung,0.19752608695652177
287,Mastung,0.21994347826086957
288,Mastung,0.22621739130434787
289,Mastung,0.18914347826086958
290,Mastung,0.19278695652173913
291,Mastung,0.1789826086956522
292,Mastung,0.2559130434782609
293,Mastung,0.13451304347826087
294,Mastung,0.18162173913043478
295,Mastung,0.23108695652173916
296,Mastung,0.20222608695652175
297,Mastung,0.2061521739130435
298,Mastung,0.23335652173913046
299,Mastung,0.29143478260869565
300,Ziarat,0.1918
301,Ziarat,0.1918
302,Ziarat,0.2714521739130435
303,Ziarat,0.26327391304347825
304,Ziarat,0.22212173913043481
305,Ziarat,0.21987391304347825
306,Ziarat,0.19996956521739132
307,Ziarat,0.13659130434782607
308,Ziarat,0.26954347826086955
309,Ziarat,0.24194347826086957
310,Ziarat,0.17535217391304347
311,Ziarat,0.22914782608695652
312,Ziarat,0.3267086956521739
313,Ziarat,0.20725652173913045
314,Ziarat,0.2674217391304348
315,Ziarat,0.2263217391304348
316,Ziarat,0.17470000000000002
317,Ziarat,0.22914782608695652
318,Ziarat,0.16160869565217392
319,Ziarat,0.19053478260869566
320,Ziarat,0.14247391304347826
321,Ziarat,0.3215869565217392
322,Ziarat,0.22914782608695652
323,Ziarat,0.12400869565217393
324,Ziarat,0.17293478260869566
325,Qilla Saifullah,0.33214347826086954
326,Qilla Saifullah,0.22029130434782612
327,Qilla Saifullah,0.41951739130434784
328,Qilla Saifullah,0.2408478260869565
329,Qilla Saifullah,0.19528260869565217
330,Qilla Saifullah,0.17835217391304348
331,Qilla Saifullah,0.2830739130434783
332,Qilla Saifullah,0.20968260869565217
333,Qilla Saifullah,0.2652913043478261
334,Qilla Saifullah,0.1678
335,Qilla Saifullah,0.20328695652173914
336,Qilla Saifullah,0.3912260869565218
337,Qilla Saifullah,0.23666086956521742
338,Qilla Saifullah,0.28630869565217393
339,Qilla Saifullah,0.24615652173913047
340,Qilla Saifullah,0.33565217391304353
341,Qilla Saifullah,0.2934608695652174
342,Qilla Saifullah,0.13887826086956523
343,Qilla Saifullah,0.13977826086956524
344,Qilla Saifullah,0.22025652173913046
345,Qilla Saifullah,0.1659608695652174
346,Qilla Saifullah,0.26335652173913043
347,Qilla Saifullah,0.22496521739130437
348,Qilla Saifullah,0.25708260869565214
349,Qilla Saifullah,0.2508521739130435
350,Gwadar,0.2027608695652174
351,Gwadar,-0.07095333333333334
352,Gwadar,0.31472173913043483
353,Gwadar,0.2363391304347826
354,Gwadar,0.2542304347826087
355,Gwadar,0.2377521739130435
356,Gwadar,0.20549130434782611
357,Gwadar,0.44358695652173913
358,Gwadar,0.3683782608695652
359,Gwadar,0.2843434782608696
360,Gwadar,0.33056956521739134
361,Gwadar,0.06428260869565218
362,Gwadar,0.4110782608695652
363,Gwadar,0.44358695652173913
364,Gwadar,0.4891260869565217
365,Gwadar,0.13874782608695654
366,Gwadar,0.2438521739130435
367,Gwadar,0.3683782608695652
368,Gwadar,0.13267391304347825
369,Gwadar,0.24571739130434786
370,Gwadar,0.3071913043478261
371,Gwadar,0.20784347826086957
372,Gwadar,0.23012608695652176
373,Gwadar,0.27314782608695654
374,Gwadar,0.06428260869565218
375,Kech,0.15306956521739132
376,Kech,0.11580434782608695
377,Kech,0.47085652173913045
378,Kech,0.3497608695652174
379,Kech,0.22517826086956522
380,Kech,0.38203043478260873
381,Kech,0.24921304347826087
382,Kech,0.17318695652173913
383,Kech,0.1300826086956522
384,Kech,0.2383
385,Kech,0.3500565217391305
386,Kech,0.39390000000000003
387,Kech,0.2701782608695652
388,Kech,0.22825652173913047
389,Kech,0.4316130434782609
390,Kech,0.12813913043478262
391,Kech,0.28552608695652176
392,Kech,0.33977391304347826
393,Kech,0.2586391304347826
394,Kech,0.2586391304347826
395,Kech,0.25397391304347827
396,Kech,0.1895217391304348
397,Kech,0.31205652173913045
398,Kech,0.10512608695652176
399,Kech,0.3526739130434783
400,Panjgur,0.11039130434782608
401,Panjgur,0.1327608695652174
402,Panjgur,0.18969565217391307
403,Panjgur,0.18232608695652175
404,Panjgur,0.19418260869565218
405,Panjgur,0.14004347826086957
406,Panjgur,0.20814347826086957
407,Panjgur,0.16100869565217393
408,Panjgur,0.10522608695652175
409,Panjgur,0.10770869565217393
410,Panjgur,0.09791739130434783
411,Panjgur,0.13833478260869567
412,Panjgur,0.14506521739130435
413,Panjgur,0.1672695652173913
414,Panjgur,0.22562173913043482
415,Panjgur,0.12087826086956523
416,Panjgur,0.1368608695652174
417,Panjgur,0.11290869565217393
418,Panjgur,0.15743478260869564
419,Panjgur,0.11379565217391306
420,Panjgur,0.17858260869565218
421,Panjgur,0.2046521739130435
422,Panjgur,0.16256521739130436
423,Panjgur,0.13555217391304347
424,Panjgur,0.10607391304347825
425,Zhob,0.28930869565217393
426,Zhob,0.16219565217391305
427,Zhob,0.33354782608695654
428,Zhob,0.18015652173913044
429,Zhob,0.2729782608695652
430,Zhob,0.23732608695652177
431,Zhob,0.2837869565217392
432,Zhob,0.30157391304347825
433,Zhob,0.3077304347826087
434,Zhob,0.3629608695652174
435,Zhob,0.2843652173913044
436,Zhob,0.18362173913043478
437,Zhob,0.30418260869565217
438,Zhob,0.19477826086956523
439,Zhob,0.1889
440,Zhob,0.24180000000000001
441,Zhob,0.1382608695652174
442,Zhob,0.34658260869565216
443,Zhob,0.2986086956521739
444,Zhob,0.3291782608695652
445,Zhob,0.31378695652173916
446,Zhob,0.3079217391304348
447,Zhob,0.17278695652173914
448,Zhob,0.18175652173913043
449,Zhob,0.2850913043478261
450,Musakhel,0.25288695652173915
451,Musakhel,0.331
452,Musakhel,0.27929565217391306
453,Musakhel,0.3249391304347826
454,Musakhel,0.3142739130434783
455,Musakhel,0.24976956521739133
456,Musakhel,0.341804347826087
457,Musakhel,0.22746521739130435
458,Musakhel,0.3239130434782609
459,Musakhel,0.3399521739130435
460,Musakhel,0.2396782608695652
461,Musakhel,0.20367391304347826
462,Musakhel,0.30726521739130436
463,Musakhel,0.25500869565217393
464,Musakhel,0.3028608695652174
465,Musakhel,0.29308695652173916
466,Musakhel,0.28474782608695653
467,Musakhel,0.30828260869565216
468,Musakhel,0.31345652173913047
469,Musakhel,0.26199130434782614
470,Musakhel,0.29252173913043483
471,Musakhel,0.3352391304347826
472,Musakhel,0.34891304347826085
473,Musakhel,0.33681739130434785
474,Musakhel,0.21737391304347825
475,Loralai,0.3237434782608696
476,Loralai,0.3529521739130435
477,Loralai,0.22741304347826086
478,Loralai,0.3038130434782609
479,Loralai,0.2661826086956522
480,Loralai,0.262204347826087
481,Loralai,0.39983913043478264
482,Loralai,0.37390869565217394
483,Loralai,0.2659739130434783
484,Loralai,0.2433913043478261
485,Loralai,0.30085652173913047
486,Loralai,0.32651739130434787
487,Loralai,0.22585217391304352
488,Loralai,0.2831391304347826
489,Loralai,0.39581739130434784
490,Loralai,0.30163913043478263
491,Loralai,0.28531739130434786
492,Loralai,0.3462130434782609
493,Loralai,0.18488695652173914
494,Loralai,0.249
495,Loralai,0.2601478260869565
496,Loralai,0.24154782608695652
497,Loralai,0.3589391304347826
498,Loralai,0.2340478260869565
499,Loralai,0.35708260869565217
500,Sibi,0.21114347826086957
501,Sibi,0.3930608695652174
502,Sibi,0.22551304347826087
503,Sibi,0.23170869565217392
504,Sibi,0.2146478260869565
505,Sibi,0.20034782608695653
506,Sibi,0.22683478260869566
507,Sibi,0.39411304347826087
508,Sibi,0.27789565217391304
509,Sibi,0.3701478260869565
510,Sibi,0.4002652173913044
511,Sibi,0.33583913043478264
512,Sibi,0.2303521739130435
513,Sibi,0.24593478260869567
514,Sibi,0.2105521739130435
515,Sibi,0.28800000000000003
516,Sibi,0.20237391304347827
517,Sibi,0.2499086956521739
518,Sibi,0.1917826086956522
519,Sibi,0.23038695652173916
520,Sibi,0.2842521739130435
521,Sibi,0.21460434782608695
522,Sibi,0.27267391304347827
523,Sibi,0.26119565217391305
524,Sibi,0.20270000000000002
525,Barkhan,0.3166826086956522
526,Barkhan,0.3093
527,Barkhan,0.31574347826086957
528,Barkhan,0.34171739130434786
529,Barkhan,0.34575652173913046
530,Barkhan,0.3510086956521739
531,Barkhan,0.33271739130434785
532,Barkhan,0.4101565217391304
533,Barkhan,0.3482826086956522
534,Barkhan,0.4437913043478261
535,Barkhan,0.3152739130434783
536,Barkhan,0.32452608695652174
537,Barkhan,0.27081304347826085
538,Barkhan,0.3484434782608696
539,Barkhan,0.2199695652173913
540,Barkhan,0.2701608695652174
541,Barkhan,0.3457826086956522
542,Barkhan,0.3424478260869565
543,Barkhan,0.33630000000000004
544,Barkhan,0.3595478260869565
545,Barkhan,0.3797956521739131
546,Barkhan,0.37291739130434787
547,Barkhan,0.32782608695652177
548,Barkhan,0.30894347826086954
549,Barkhan,0.2822391304347826
550,Kohlu,0.31413913043478264
551,Kohlu,0.2029
552,Kohlu,0.29876956521739134
553,Kohlu,0.43618260869565223
554,Kohlu,0.26158695652173913
555,Kohlu,0.2687652173913044
556,Kohlu,0.22118260869565215
557,Kohlu,0.45703478260869573
558,Kohlu,0.39761739130434787
559,Kohlu,0.29070434782608695
560,Kohlu,0.2438695652173913
561,Kohlu,0.2926608695652174
562,Kohlu,0.2456913043478261
563,Kohlu,0.3183
564,Kohlu,0.17329130434782608
565,Kohlu,0.2098304347826087
566,Kohlu,0.2668478260869565
567,Kohlu,0.3069
568,Kohlu,0.314
569,Kohlu,0.3308521739130435
570,Kohlu,0.24706956521739132
571,Kohlu,0.19006956521739132
572,Kohlu,0.28927391304347827
573,Kohlu,0.316704347826087
574,Kohlu,0.44753043478260873
575,Dera Bugti,0.24682173913043481
576,Dera Bugti,0.31173478260869564
577,Dera Bugti,0.346804347826087
578,Dera Bugti,0.4138782608695652
579,Dera Bugti,0.2735130434782609
580,Dera Bugti,0.20401304347826088
581,Dera Bugti,0.30064347826086957
582,Dera Bugti,0.3911869565217392
583,Dera Bugti,0.3454086956521739
584,Dera Bugti,0.3531782608695652
585,Dera Bugti,0.2613086956521739
586,Dera Bugti,0.30462608695652177
587,Dera Bugti,0.4130478260869565
588,Dera Bugti,0.2677695652173913
589,Dera Bugti,0.38821304347826086
590,Dera Bugti,0.1729521739130435
591,Dera Bugti,0.19850869565217394
592,Dera Bugti,0.33821739130434786
593,Dera Bugti,0.19735652173913043
594,Dera Bugti,0.29711304347826084
595,Dera Bugti,0.19589565217391305
596,Dera Bugti,0.40921739130434787
597,Dera Bugti,0.4039739130434783
598,Dera Bugti,0.40923478260869567
599,Dera Bugti,0.3180826086956522
600,Kalat,0.18938695652173915
601,Kalat,0.14869130434782607
602,Kalat,0.1085
603,Kalat,0.22991739130434785
604,Kalat,0.18212608695652177
605,Kalat,0.20036521739130436
606,Kalat,0.13923478260869565
607,Kalat,0.2018826086956522
608,Kalat,0.17173913043478262
609,Kalat,0.1481695652173913
610,Kalat,0.15977391304347827
611,Kalat,0.25727391304347824
612,Kalat,0.17246956521739132
613,Kalat,0.11873913043478261
614,Kalat,0.17652608695652175
615,Kalat,0.1640304347826087
616,Kalat,0.18247391304347826
617,Kalat,0.1855521739130435
618,Kalat,0.2939217391304348
619,Kalat,0.2226913043478261
620,Kalat,0.20020000000000002
621,Kalat,0.22229565217391306
622,Kalat,0.17171739130434782
623,Kalat,0.19713913043478262
624,Kalat,0.20421304347826089
625,Jafarabad,0.37610000000000005
626,Jafarabad,0.2743521739130435
627,Jafarabad,0.21381304347826086
628,Jafarabad,0.4130347826086957
629,Jafarabad,0.31139130434782614
630,Jafarabad,0.24023913043478262
631,Jafarabad,0.2860956521739131
632,Jafarabad,0.2523913043478261
633,Jafarabad,0.29591739130434785
634,Jafarabad,0.37748260869565214
635,Jafarabad,0.19996666666666668
636,Jafarabad,0.39729565217391305
637,Jafarabad,0.2967478260869565
638,Jafarabad,0.16680526315789473
639,Jafarabad,0.3964565217391305
640,Jafarabad,0.14121764705882353
641,Jafarabad,0.3032782608695652
642,Jafarabad,0.15342380952380952
643,Jafarabad,0.38004782608695653
644,Jafarabad,0.2658521739130435
645,Jafarabad,0.28042173913043483
646,Jafarabad,0.2205
647,Jafarabad,0.32548260869565215
648,Jafarabad,0.15805
649,Jafarabad,0.3027565217391305
650,Nasirabad,0.24780869565217392
651,Nasirabad,0.16631304347826087
652,Nasirabad,0.38670000000000004
653,Nasirabad,0.19813913043478262
654,Nasirabad,0.2187391304347826
655,Nasirabad,0.3336
656,Nasirabad,0.4223217391304348
657,Nasirabad,0.38073913043478264
658,Nasirabad,0.2898521739130435
659,Nasirabad,0.27946521739130437
660,Nasirabad,0.2206695652173913
661,Nasirabad,0.3742086956521739
662,Nasirabad,0.45658695652173914
663,Nasirabad,0.2358913043478261
664,Nasirabad,0.2802913043478261
665,Nasirabad,0.41264782608695655
666,Nasirabad,0.34875652173913047
667,Nasirabad,0.38353043478260873
668,Nasirabad,0.40283913043478264
669,Nasirabad,0.4649913043478261
670,Nasirabad,0.35500000000000004
671,Nasirabad,0.2827130434782609
672,Nasirabad,0.38053043478260873
673,Nasirabad,0.3460173913043479
674,Nasirabad,0.3770913043478261
675,Jhal Magsi,0.2951173913043479
676,Jhal Magsi,0.2919826086956522
677,Jhal Magsi,0.2563782608695652
678,Jhal Magsi,0.24956086956521742
679,Jhal Magsi,0.3405304347826087
680,Jhal Magsi,0.3153391304347826
681,Jhal Magsi,0.31799130434782613
682,Jhal Magsi,0.27000434782608695
683,Jhal Magsi,0.31328260869565216
684,Jhal Magsi,0.25900869565217394
685,Jhal Magsi,0.2790782608695652
686,Jhal Magsi,0.32998260869565216
687,Jhal Magsi,0.2484086956521739
688,Jhal Magsi,0.2265521739130435
689,Jhal Magsi,0.3484521739130435
690,Jhal Magsi,0.23985652173913047
691,Jhal Magsi,0.37570000000000003
692,Jhal Magsi,0.2767521739130435
693,Jhal Magsi,0.32527391304347825
694,Jhal Magsi,0.2893521739130435
695,Jhal Magsi,0.2957739130434783
696,Jhal Magsi,0.1911409090909091
697,Jhal Magsi,0.2861
698,Jhal Magsi,0.24129565217391305
699,Jhal Magsi,0.32000434782608694
700,Kachhi,0.2717782608695652
701,Kachhi,0.26435652173913043
702,Kachhi,0.31471304347826085
703,Kachhi,0.30828260869565216
704,Kachhi,0.19806521739130437
705,Kachhi,0.18863478260869565
706,Kachhi,0.24050000000000002
707,Kachhi,0.1693
708,Kachhi,0.1950913043478261
709,Kachhi,0.24972608695652176
710,Kachhi,0.21123478260869566
711,Kachhi,0.2775913043478261
712,Kachhi,0.27036086956521743
713,Kachhi,0.23211739130434786
714,Kachhi,0.24439565217391307
715,Kachhi,0.23970869565217393
716,Kachhi,0.25448695652173914
717,Kachhi,0.25243043478260874
718,Kachhi,0.16039130434782609
719,Kachhi,0.2565869565217392
720,Kachhi,0.23221304347826086
721,Kachhi,0.24440434782608697
722,Kachhi,0.24343478260869567
723,Kachhi,0.24392608695652176
724,Kachhi,0.24337391304347827
725,Awaran,0.20574782608695652
726,Awaran,0.2300391304347826
727,Awaran,0.23020000000000002
728,Awaran,0.2821347826086957
729,Awaran,0.2058782608695652
730,Awaran,0.09656521739130436
731,Awaran,0.21130434782608695
732,Awaran,0.24509565217391305
733,Awaran,0.2018913043478261
734,Awaran,0.16519130434782608
735,Awaran,0.2603086956521739
736,Awaran,0.20223478260869565
737,Awaran,0.21799565217391306
738,Awaran,0.24146521739130436
739,Awaran,0.1814304347826087
740,Awaran,0.20773043478260872
741,Awaran,0.20722173913043482
742,Awaran,0.21123478260869566
743,Awaran,0.10350000000000001
744,Awaran,0.1474826086956522
745,Awaran,0.19088695652173915
746,Awaran,0.16500869565217394
747,Awaran,0.1628130434782609
748,Awaran,0.1348608695652174
749,Awaran,0.23902608695652175
750,Lasbela,0.32530000000000003
751,Lasbela,0.45209130434782613
752,Lasbela,0.290504347826087
753,Lasbela,0.1678826086956522
754,Lasbela,0.4391652173913043
755,Lasbela,0.41145652173913044
756,Lasbela,0.3102782608695652
757,Lasbela,0.4345913043478261
758,Lasbela,0.1965304347826087
759,Lasbela,0.14928695652173912
760,Lasbela,0.33865217391304353
761,Lasbela,0.29380434782608694
762,Lasbela,0.3442782608695652
763,Lasbela,0.46277826086956525
764,Lasbela,0.2842217391304348
765,Lasbela,0.4128130434782609
766,Lasbela,0.37707391304347826
767,Lasbela,0.1737217391304348
768,Lasbela,0.32856521739130434
769,Lasbela,0.24748260869565217
770,Lasbela,0.32023913043478264
771,Lasbela,0.30938260869565215
772,Lasbela,0.32455217391304353
773,Lasbela,0.2548086956521739
774,Lasbela,0.3298913043478261
775,Karachi,0.40309130434782614
776,Karachi,0.2520695652173913
777,Karachi,0.2913826086956522
778,Karachi,0.2694391304347826
779,Karachi,0.4143913043478261
780,Karachi,0.24544347826086957
781,Karachi,0.31016086956521743
782,Karachi,0.313004347826087
783,Karachi,0.31359565217391305
784,Karachi,0.36556086956521744
785,Karachi,0.29184782608695653
786,Karachi,0.24139565217391307
787,Karachi,0.34114347826086955
788,Karachi,0.3222434782608696
789,Karachi,0.26205652173913047
790,Karachi,0.27867391304347827
791,Karachi,0.31147391304347827
792,Karachi,0.4215478260869565
793,Karachi,0.3244086956521739
794,Karachi,0.32987391304347824
795,Karachi,0.20602608695652175
796,Karachi,0.3090260869565218
797,Karachi,0.26833913043478264
798,Karachi,0.3309347826086957
799,Karachi,0.34235652173913045
800,Thatta,0.31807391304347826
801,Thatta,0.34017391304347827
802,Thatta,0.31190869565217394
803,Thatta,0.2627086956521739
804,Thatta,0.31801304347826087
805,Thatta,0.32769565217391305
806,Thatta,0.41068695652173914
807,Thatta,0.31445652173913047
808,Thatta,0.2902608695652174
809,Thatta,0.29007826086956523
810,Thatta,0.31370434782608697
811,Thatta,0.34691739130434784
812,Thatta,0.28619130434782614
813,Thatta,0.35534782608695653
814,Thatta,0.2760130434782609
