stamp,date,local_hour,lat,lon,night_fog_diff,nfd_local_bg,nfd_anomaly,cloud_proxy,label_real_fire_nearby
20211108_1227,20211108,17,38.25,66.25,-7.366,0.6169600000000001,-7.982959999999999,0.377,False
20211105_0227,20211105,7,22.0,60.75,-2.549,-0.23139999999999722,-2.3176000000000028,0.0,False
20211103_1227,20211103,17,39.0,67.0,-1.918,1.0665518867924417,-2.984551886792442,0.543,False
20211102_0227,20211102,7,31.5,63.5,5.477,3.473854400000001,2.0031455999999994,0.284,False
20211104_0227,20211104,7,31.0,67.5,3.939,15.150982400000014,-11.211982400000014,0.36,False
20211108_0227,20211108,7,25.75,72.5,51.342,30.37802636916836,20.96397363083164,0.818,True
20211111_0227,20211111,7,34.75,62.75,-4.175,-3.466638400000002,-0.7083615999999977,0.308,False
20211101_1227,20211101,17,25.5,68.25,-3.684,-4.906489600000001,1.2224896000000012,0.0,True
20211111_0227,20211111,7,31.25,72.5,13.483,9.758861431870667,3.7241385681293337,0.165,True
20211107_1227,20211107,17,23.25,68.75,-5.833,3.066953599999995,-8.899953599999995,0.0,False
20211109_1227,20211109,17,27.5,61.0,-2.051,-0.5299439999999999,-1.5210560000000002,0.0,False
20211111_1227,20211111,17,25.25,55.25,-1.557,-0.9759828571428573,-0.5810171428571427,0.0,False
20211107_1227,20211107,17,29.75,70.75,-6.915,-5.865930194805193,-1.049069805194807,0.102,True
20211110_0227,20211110,7,26.0,58.25,-4.954,-3.867001600000001,-1.0869983999999988,0.029,False
20211107_1227,20211107,17,22.0,60.75,-4.79,-3.462786666666668,-1.327213333333332,0.0,False
20211103_1227,20211103,17,34.25,56.5,2.093,11.024686315789479,-8.931686315789479,0.054,False
20211102_0227,20211102,7,30.5,69.25,16.91,15.850705599999998,1.0592944000000024,0.25,False
20211110_0227,20211110,7,25.25,72.0,3.633,20.448868613138696,-16.815868613138697,0.131,True
20211114_1227,20211114,17,33.75,57.0,-2.272,-0.8680895238095238,-1.4039104761904762,0.038,False
20211109_0227,20211109,7,33.25,61.75,-1.542,1.5894304000000008,-3.131430400000001,0.481,False
20211103_0227,20211103,7,20.5,62.75,8.397,3.198594666666662,5.198405333333339,0.0,False
20211109_1227,20211109,17,22.5,57.5,1.047,-1.0712249527410205,2.1182249527410204,0.0,False
20211104_0227,20211104,7,24.25,66.0,8.52,6.457620799999998,2.0623792000000014,0.006,False
20211112_0227,20211112,7,20.0,55.5,-5.162,-5.121020512820511,-0.04097948717948885,0.077,False
20211101_0227,20211101,7,21.0,74.25,4.031,4.8304576271186495,-0.7994576271186498,0.081,False
20211104_1227,20211104,17,21.75,67.5,-5.978,-2.9892480000000012,-2.9887519999999985,0.0,False
20211106_0227,20211106,7,35.5,68.25,-0.812,8.342761217948716,-9.154761217948716,0.411,False
20211110_1227,20211110,17,30.25,58.75,-2.031,-1.1927408000000002,-0.8382592,0.0,False
20211113_1227,20211113,17,40.0,65.25,-2.698,-0.8718769230769218,-1.826123076923078,0.454,False
20211115_1227,20211115,17,21.5,72.75,-5.96,-4.847801061007974,-1.1121989389920257,0.026,False
20211109_1227,20211109,17,20.0,56.5,0.466,-0.05591497975708563,0.5219149797570857,0.0,False
20211106_1227,20211106,17,35.75,73.0,-5.072,-5.288819620253164,0.2168196202531636,0.472,False
20211114_1227,20211114,17,22.25,65.25,-5.248,-4.852892727272724,-0.39510727272727664,0.0,False
20211105_0227,20211105,7,39.5,59.75,-2.438,-1.647197333333333,-0.7908026666666672,0.49,False
20211111_0227,20211111,7,26.25,58.75,-4.15,-3.457815999999999,-0.6921840000000015,0.1,False
20211105_1227,20211105,17,34.25,70.0,-5.753,-4.3750064516129035,-1.3779935483870966,0.189,False
20211104_1227,20211104,17,32.5,56.75,5.632,5.476341999999999,0.15565800000000074,0.263,False
20211103_0227,20211103,7,33.25,67.5,1.277,8.875484799999997,-7.598484799999997,0.393,False
20211113_0227,20211113,7,36.5,69.75,-5.79,0.41958910891088935,-6.209589108910889,0.321,False
20211113_1227,20211113,17,32.0,63.0,-1.828,-1.1606256000000008,-0.6673743999999993,0.145,False
20211112_0227,20211112,7,30.5,67.75,-2.728,0.5211104000000021,-3.2491104000000024,0.343,True
20211108_0227,20211108,7,31.75,63.5,-0.762,4.910336000000002,-5.672336000000001,0.268,False
20211111_0227,20211111,7,23.5,57.5,-3.766,-3.932631304347826,0.1666313043478258,0.04,False
20211101_1227,20211101,17,31.25,62.0,-1.7,-0.9671776000000027,-0.7328223999999972,0.024,False
20211109_0227,20211109,7,30.25,66.0,6.717,8.4747408,-1.7577407999999997,0.253,False
20211111_1227,20211111,17,39.0,60.75,-5.497,-4.110480000000001,-1.386519999999999,0.207,False
20211110_1227,20211110,17,25.0,69.5,0.884,-3.1334432,4.0174432,0.214,True
20211102_0227,20211102,7,21.75,65.0,7.571,7.588953999999999,-0.01795399999999958,0.0,False
20211104_1227,20211104,17,21.0,58.5,-0.449,-1.6311552941176497,1.1821552941176496,0.0,False
20211112_1227,20211112,17,20.5,69.0,-4.778,-4.406890666666672,-0.37110933333332774,0.0,False
20211102_1227,20211102,17,29.5,65.25,-2.664,-1.594833599999998,-1.069166400000002,0.081,False
20211107_0227,20211107,7,39.5,64.5,2.671,6.619016000000001,-3.9480160000000013,0.422,False
20211101_1227,20211101,17,33.0,73.0,-1.08,-3.839245856353591,2.759245856353591,0.382,True
20211104_0227,20211104,7,39.25,56.25,-4.884,-1.7389791666666667,-3.1450208333333336,0.578,False
20211106_0227,20211106,7,40.0,68.25,17.398,6.613193750000001,10.784806249999999,0.431,False
20211106_1227,20211106,17,24.75,62.75,-5.051,-3.1158687999999937,-1.9351312000000065,0.0,False
20211112_0227,20211112,7,29.0,63.0,-1.324,-0.8441856000000014,-0.47981439999999864,0.167,False
20211106_1227,20211106,17,37.5,59.5,17.797,5.568723478260869,12.228276521739131,1.0,False
20211113_0227,20211113,7,38.25,60.75,-3.98,-3.3411940000000024,-0.6388059999999975,0.582,False
20211108_0227,20211108,7,23.25,74.5,31.232,40.28984761904759,-9.057847619047593,0.343,False
20211106_1227,20211106,17,33.0,60.5,5.427,5.491612799999999,-0.06461279999999903,0.534,False
20211103_1227,20211103,17,20.5,64.0,-2.986,-4.593711999999995,1.6077119999999945,0.0,False
20211105_1227,20211105,17,37.5,63.5,-1.731,-1.5352330434782617,-0.19576695652173837,0.354,False
20211105_0227,20211105,7,22.25,73.5,20.019,26.96315489130437,-6.944154891304372,0.15,False
20211109_1227,20211109,17,21.75,67.75,-4.778,0.16258600000000206,-4.9405860000000015,0.0,False
20211112_1227,20211112,17,28.5,55.5,2.231,2.6053359999999994,-0.37433599999999956,0.042,False
20211110_0227,20211110,7,38.25,71.25,21.498,17.801782122905028,3.6962178770949734,0.85,False
20211114_0227,20211114,7,27.75,62.0,-0.68,-0.6716528000000027,-0.008347199999997335,0.192,False
20211108_1227,20211108,17,26.25,57.0,21.686,4.467986666666663,17.21801333333334,0.385,False
20211111_1227,20211111,17,33.5,60.0,-2.702,-2.1895807999999994,-0.5124192000000005,0.084,False
20211105_0227,20211105,7,23.5,67.5,41.399,22.33883680000001,19.06016319999999,0.598,False
20211102_1227,20211102,17,34.25,66.25,-3.686,-1.8174015999999988,-1.868598400000001,0.16,False
20211112_0227,20211112,7,31.25,67.5,-0.082,-0.16486560000000028,0.08286560000000028,0.411,False
20211110_1227,20211110,17,28.5,67.5,-5.825,-4.058798400000003,-1.766201599999997,0.009,True
20211111_0227,20211111,7,36.25,65.75,-4.338,-3.0469520000000023,-1.2910479999999978,0.279,False
20211106_0227,20211106,7,32.5,63.0,2.54,2.6870415999999997,-0.14704159999999966,0.253,False
20211110_0227,20211110,7,23.25,71.25,26.055,22.441124799999987,3.613875200000013,0.499,False
20211113_1227,20211113,17,37.5,64.0,5.588,-0.30895826086956574,5.896958260869566,0.85,False
20211113_0227,20211113,7,36.0,61.25,-4.286,-3.146169599999998,-1.1398304000000015,0.451,False
20211110_0227,20211110,7,30.0,71.0,11.672,10.011463087248325,1.6605369127516756,0.141,True
20211101_0227,20211101,7,27.75,71.25,14.186,13.366386934673365,0.8196130653266351,0.114,False
20211101_1227,20211101,17,27.75,68.0,-5.086,-3.8598144,-1.2261856000000004,0.015,True
20211110_1227,20211110,17,23.5,59.75,-4.044,-2.5384127999999992,-1.5055872000000003,0.0,False
20211106_1227,20211106,17,25.5,61.75,-3.701,-2.046468799999992,-1.654531200000008,0.0,False
20211113_0227,20211113,7,26.75,60.0,-2.408,-3.0084496000000063,0.6004496000000064,0.153,False
20211102_1227,20211102,17,27.25,72.75,-6.271,-5.566048565121411,-0.7049514348785886,0.11,False
20211115_1227,20211115,17,21.5,55.5,-0.318,-0.8130000000000005,0.4950000000000005,0.0,False
20211101_0227,20211101,7,20.0,74.0,14.717,3.8571326530612295,10.85986734693877,0.155,False
20211109_0227,20211109,7,34.75,71.75,-1.551,12.445487012987009,-13.996487012987009,0.214,False
20211113_0227,20211113,7,25.25,57.25,-4.183,-4.181876363636364,-0.0011236363636362157,0.0,False
20211107_1227,20211107,17,37.5,67.75,1.94,1.0120333333333356,0.9279666666666644,0.957,False
20211103_1227,20211103,17,26.5,70.75,-6.232,-5.343203199999989,-0.8887968000000113,0.04,False
20211111_0227,20211111,7,21.75,55.75,-6.273,-4.475381249999998,-1.7976187500000016,0.033,False
20211101_1227,20211101,17,30.0,57.0,1.08,0.5571638095238052,0.5228361904761949,0.0,False
20211110_0227,20211110,7,39.25,64.5,-6.695,-3.4800125000000004,-3.2149875,0.319,False
20211112_0227,20211112,7,28.5,58.75,-4.966,-3.538257600000001,-1.4277423999999992,0.207,False
20211104_1227,20211104,17,31.5,66.25,-2.768,-1.2476432000000015,-1.5203567999999983,0.117,False
20211113_1227,20211113,17,35.25,68.25,-6.051,-4.886612800000001,-1.1643871999999993,0.185,False
20211111_0227,20211111,7,23.25,65.0,1.726,3.443939200000001,-1.7179392000000009,0.0,False
20211102_1227,20211102,17,24.5,71.0,-5.557,-5.440028846153846,-0.11697115384615397,0.013,False
20211111_0227,20211111,7,23.75,58.25,-3.255,-3.390321599999999,0.13532159999999926,0.0,False
20211104_0227,20211104,7,37.0,68.25,57.65,32.59414032258064,25.055859677419356,1.0,False
20211114_0227,20211114,7,24.0,70.0,11.075,3.858614400000003,7.216385599999996,0.091,False
20211105_1227,20211105,17,23.5,62.0,-4.83,-3.054054399999998,-1.7759456000000022,0.0,False
20211105_1227,20211105,17,26.25,57.0,-3.458,1.4923638095238112,-4.950363809523811,0.0,False
20211101_0227,20211101,7,35.0,63.25,2.286,-1.6999695999999977,3.985969599999998,0.311,False
20211102_0227,20211102,7,23.25,57.0,-3.601,-3.1223085714285714,-0.47869142857142855,0.013,False
20211109_1227,20211109,17,27.5,62.25,0.231,-1.8605952000000006,2.0915952000000004,0.051,False
20211110_0227,20211110,7,39.75,56.25,-2.919,-3.362563492063492,0.4435634920634919,0.351,False
20211115_1227,20211115,17,27.75,55.5,0.217,-0.32068533333333227,0.5376853333333322,0.0,False
20211102_0227,20211102,7,26.75,64.75,14.247,8.883212799999999,5.363787200000001,0.189,False
20211109_1227,20211109,17,25.5,59.25,-2.731,-1.415136,-1.315864,0.0,False
20211110_0227,20211110,7,22.0,62.5,22.198,6.9727980952381,15.2252019047619,0.591,False
20211110_1227,20211110,17,37.75,68.75,-6.833,-6.160011070110701,-0.672988929889299,0.227,False
20211110_0227,20211110,7,36.5,66.25,-4.173,2.035964799999998,-6.208964799999999,0.287,False
20211115_0227,20211115,7,38.5,68.75,9.803,4.344162740899355,5.458837259100646,0.499,False
20211104_1227,20211104,17,31.0,66.75,-3.1,-2.3582544000000025,-0.7417455999999976,0.162,False
20211114_1227,20211114,17,20.75,73.5,-4.572,-6.263140221402233,1.6911402214022333,0.093,False
20211107_1227,20211107,17,26.5,73.25,-7.183,-6.927689486552565,-0.2553105134474345,0.091,False
20211111_1227,20211111,17,23.75,57.25,1.717,-1.2713709090909089,2.988370909090909,0.0,False
20211104_0227,20211104,7,39.5,63.25,23.639,20.565928000000003,3.0730719999999963,1.0,False
20211107_0227,20211107,7,36.0,59.25,-5.466,-0.4511072,-5.0148928,0.569,False
20211107_1227,20211107,17,22.0,72.25,0.666,6.87757768052516,-6.21157768052516,0.177,False
20211102_0227,20211102,7,33.5,59.5,-4.009,-2.275993599999999,-1.7330064000000012,0.305,False
20211115_0227,20211115,7,27.75,65.0,3.862,1.5012128000000027,2.360787199999997,0.227,False
20211104_1227,20211104,17,28.5,58.75,8.603,1.562640000000001,7.040359999999999,0.23,False
20211101_0227,20211101,7,21.0,68.25,5.446,4.779545882352941,0.6664541176470591,0.0,False
20211101_0227,20211101,7,29.75,60.25,-1.108,-1.5492320000000033,0.4412320000000032,0.23,False
20211103_0227,20211103,7,22.25,61.75,4.886,2.580816363636361,2.305183636363639,0.0,False
20211102_0227,20211102,7,24.75,64.0,8.252,7.1014432,1.1505568000000004,0.0,False
20211112_1227,20211112,17,28.25,55.0,2.009,2.2080923076923065,-0.19909230769230657,0.002,False
20211113_1227,20211113,17,30.5,68.5,-5.559,-6.320814400000003,0.7618144000000031,0.121,False
20211104_0227,20211104,7,30.5,65.25,8.327,8.917073600000007,-0.5900736000000073,0.292,False
20211101_0227,20211101,7,25.75,68.5,10.965,8.60456,2.3604400000000005,0.061,True
20211112_0227,20211112,7,37.0,65.0,-1.07,-2.086696000000001,1.0166960000000012,0.313,False
20211110_0227,20211110,7,38.0,60.0,-4.648,-3.890100952380954,-0.7578990476190457,0.34,False
20211101_1227,20211101,17,38.25,64.5,-6.474,-5.183832000000001,-1.2901679999999995,0.129,False
20211110_1227,20211110,17,35.75,72.75,-2.703,-5.439191176470589,2.7361911764705895,0.712,False
20211115_1227,20211115,17,39.5,62.0,-6.04,-5.8424293333333335,-0.19757066666666656,0.207,False
20211112_0227,20211112,7,25.75,69.0,4.454,5.912073600000002,-1.4580736000000023,0.093,True
20211112_0227,20211112,7,35.75,64.25,-2.408,-2.932947200000001,0.5249472000000011,0.354,False
20211109_0227,20211109,7,28.5,60.5,-2.092,-0.6184848000000019,-1.4735151999999982,0.287,False
20211104_0227,20211104,7,35.0,55.25,-5.93,-1.7156457142857147,-4.214354285714285,0.145,False
20211108_1227,20211108,17,34.5,72.0,-7.218,-4.765554545454545,-2.4524454545454546,0.105,False
20211112_0227,20211112,7,32.0,62.0,-0.211,-2.477439999999999,2.2664399999999993,0.313,False
20211106_1227,20211106,17,37.5,57.0,8.787,7.8591614906832294,0.9278385093167714,0.669,False
20211105_0227,20211105,7,24.5,57.25,-3.996,-3.9285381818181824,-0.06746181818181762,0.0,False
20211111_1227,20211111,17,21.75,65.25,-5.248,-4.648264,-0.599736,0.0,False
20211111_1227,20211111,17,36.5,56.25,-1.82,-0.2503599999999998,-1.5696400000000001,0.117,False
20211107_1227,20211107,17,30.5,71.75,-7.758,-6.059762088974855,-1.6982379110251449,0.107,True
20211114_0227,20211114,7,26.5,66.5,-0.647,2.3489312000000035,-2.995931200000004,0.068,False
20211114_0227,20211114,7,25.5,66.25,-0.256,1.6865343999999969,-1.9425343999999969,0.029,True
20211110_1227,20211110,17,32.75,58.5,-1.53,-1.4206848000000005,-0.1093151999999995,0.042,False
20211101_1227,20211101,17,23.0,61.0,-4.108,-3.2039936,-0.9040063999999997,0.0,False
20211103_0227,20211103,7,27.75,59.75,-2.885,-1.7873231999999997,-1.0976768000000001,0.049,False
20211111_0227,20211111,7,35.5,57.5,-3.461,-4.109775652173914,0.6487756521739141,0.354,False
20211101_1227,20211101,17,34.0,57.0,21.105,5.22720761904762,15.87779238095238,0.764,False
20211109_1227,20211109,17,39.5,57.5,-3.262,-2.4012405797101444,-0.8607594202898556,0.145,False
20211113_1227,20211113,17,39.5,66.0,-5.94,-1.5615893333333324,-4.378410666666668,0.284,False
20211105_0227,20211105,7,30.75,71.25,18.309,16.055863475177304,2.253136524822697,0.197,True
20211108_1227,20211108,17,39.5,55.25,-2.173,-1.6758809523809521,-0.4971190476190479,0.143,False
20211107_1227,20211107,17,29.25,65.0,-4.042,-1.8488463999999978,-2.1931536000000023,0.095,False
20211111_1227,20211111,17,32.75,58.75,-1.488,-1.5373312,0.04933119999999991,0.013,False
20211114_1227,20211114,17,30.0,63.0,-3.19,-2.876393600000002,-0.31360639999999806,0.091,False
20211108_1227,20211108,17,34.75,61.5,7.142,3.8135152000000003,3.3284848,0.562,False
20211114_0227,20211114,7,29.5,71.75,4.964,5.341205323193918,-0.37720532319391786,0.145,True
20211109_0227,20211109,7,23.25,61.25,-2.031,-0.008817600000001403,-2.022182399999999,0.0,False
20211105_0227,20211105,7,30.5,61.25,0.96,1.2838688000000014,-0.3238688000000014,0.202,False
20211114_0227,20211114,7,24.0,66.25,0.793,1.0996287999999985,-0.3066287999999985,0.0,False
20211105_1227,20211105,17,27.5,69.0,-6.108,-4.804692799999999,-1.3033072000000008,0.015,True
20211101_1227,20211101,17,38.75,60.5,-4.031,-2.6626622222222243,-1.3683377777777754,0.086,False
20211110_0227,20211110,7,27.25,64.25,1.58,3.949247999999996,-2.369247999999996,0.18,False
20211113_1227,20211113,17,28.0,72.0,-8.482,-7.745558766859345,-0.7364412331406545,0.051,False
20211106_0227,20211106,7,35.5,71.25,-2.637,7.9806350806451585,-10.617635080645158,0.628,False
20211112_1227,20211112,17,27.25,63.5,-3.291,-3.461110400000002,0.17011040000000222,0.0,False
20211109_1227,20211109,17,27.5,63.75,-2.209,-2.7510880000000006,0.5420880000000006,0.011,False
20211112_1227,20211112,17,28.25,58.25,-1.591,-0.03788639999999928,-1.5531136000000008,0.0,False
20211111_0227,20211111,7,35.75,72.25,0.41,5.770446153846153,-5.360446153846153,0.463,False
20211101_0227,20211101,7,28.5,60.75,-2.372,-0.8384736000000037,-1.5335263999999962,0.197,False
20211106_1227,20211106,17,32.25,56.0,7.921,10.25125411764706,-2.3302541176470593,0.463,False
20211113_1227,20211113,17,36.25,65.0,-3.108,-0.9755936000000002,-2.1324064,0.553,False
20211114_1227,20211114,17,33.25,67.75,-5.477,-4.889515199999999,-0.5874848000000013,0.24,False
20211108_0227,20211108,7,27.5,63.25,2.26,1.1657887999999992,1.0942112000000006,0.207,False
20211105_0227,20211105,7,34.25,66.25,-4.392,7.227684800000004,-11.619684800000005,0.377,False
20211109_0227,20211109,7,32.75,72.5,10.691,12.07061927710843,-1.3796192771084286,0.172,True
20211101_0227,20211101,7,29.5,68.0,9.974,8.511955199999997,1.4620448000000028,0.102,True
20211113_0227,20211113,7,23.5,58.25,-4.371,-4.207545599999998,-0.16345440000000266,0.011,False
20211114_1227,20211114,17,27.25,58.0,-1.316,-1.5487040000000003,0.23270400000000024,0.0,False
20211108_0227,20211108,7,31.75,70.75,9.938,11.512314475873552,-1.5743144758735514,0.138,True
20211110_0227,20211110,7,39.0,63.5,-7.5,-4.258952941176471,-3.241047058823529,0.305,False
20211107_1227,20211107,17,40.0,64.25,-3.295,2.8166923076923105,-6.11169230769231,0.357,False
20211104_1227,20211104,17,35.25,61.0,18.425,6.406633600000003,12.018366399999998,0.922,False
20211110_1227,20211110,17,26.5,69.0,-5.824,-3.4945536000000024,-2.3294463999999975,0.0,True
20211105_1227,20211105,17,34.5,72.0,-6.04,-4.665161363636364,-1.374838636363636,0.207,False
20211107_0227,20211107,7,35.75,56.0,-0.877,-0.5944400000000001,-0.2825599999999999,0.683,False
20211109_1227,20211109,17,20.75,69.5,3.75,-1.3173175000000015,5.0673175000000015,0.222,False
20211106_0227,20211106,7,21.25,66.75,5.94,18.844013333333333,-12.904013333333332,0.175,False
20211102_0227,20211102,7,27.75,73.0,21.152,16.943163507109002,4.208836492890999,0.185,False
20211114_1227,20211114,17,37.0,59.0,-1.258,-2.0118768,0.7538768,0.189,False
20211107_1227,20211107,17,28.0,59.0,0.495,2.239521600000001,-1.744521600000001,0.0,False
20211107_0227,20211107,7,26.5,59.25,-3.56,-2.532190400000001,-1.027809599999999,0.061,False
20211113_1227,20211113,17,20.5,58.25,-2.051,-2.177402666666667,0.12640266666666689,0.0,False
20211114_1227,20211114,17,30.25,60.75,-2.541,-1.7910560000000002,-0.7499439999999997,0.015,False
20211114_0227,20211114,7,25.0,56.0,-5.531,-4.90594823529412,-0.62505176470588,0.022,False
20211107_0227,20211107,7,26.5,62.75,-1.653,1.6104047999999989,-3.263404799999999,0.084,False
20211109_0227,20211109,7,37.75,63.75,-5.872,-1.5196890909090897,-4.35231090909091,0.365,False
20211109_0227,20211109,7,32.5,57.5,-3.907,-3.8028017391304347,-0.1041982608695653,0.271,False
20211103_0227,20211103,7,21.0,74.0,3.602,4.626715415019753,-1.0247154150197528,0.095,False
20211107_0227,20211107,7,26.25,70.25,10.332,10.969300800000017,-0.6373008000000162,0.114,False
20211109_1227,20211109,17,22.25,59.75,-2.846,-2.181916363636363,-0.6640836363636371,0.0,False
20211106_1227,20211106,17,31.5,71.5,-6.499,-4.945413988657847,-1.5535860113421522,0.148,False
20211114_1227,20211114,17,21.25,60.0,-3.888,-3.4202955555555534,-0.4677044444444465,0.0,False
20211113_0227,20211113,7,29.0,62.25,0.437,-0.9911295999999987,1.4281295999999988,0.248,False
20211101_0227,20211101,7,35.75,69.0,13.1,6.274087096774194,6.825912903225806,0.365,False
20211107_0227,20211107,7,32.25,64.0,1.912,7.847844799999999,-5.935844799999999,0.268,False
20211106_0227,20211106,7,21.75,57.0,-4.719,-4.171033333333333,-0.5479666666666674,0.036,False
20211105_1227,20211105,17,28.25,55.25,5.716,6.900148571428572,-1.1841485714285716,0.148,False
20211104_1227,20211104,17,34.5,57.25,0.166,7.676685454545454,-7.510685454545453,0.031,False
20211109_0227,20211109,7,30.25,56.75,-6.78,-4.061058000000001,-2.7189419999999993,0.559,False
20211104_1227,20211104,17,23.5,55.0,-0.104,-0.4144276923076933,0.3104276923076933,0.0,False
20211111_1227,20211111,17,26.75,62.25,-2.483,-2.8670960000000005,0.38409600000000044,0.0,False
20211112_0227,20211112,7,35.5,73.0,-2.941,0.23597826086956666,-3.1769782608695665,0.49,False
20211102_1227,20211102,17,37.5,57.5,-2.461,3.1502835538752363,-5.611283553875236,0.091,False
20211109_1227,20211109,17,21.75,67.0,-4.293,0.21301400000000148,-4.506014000000001,0.0,False
20211114_0227,20211114,7,21.25,55.75,-8.072,-5.005458333333331,-3.0665416666666685,0.006,False
20211107_1227,20211107,17,35.0,62.75,-2.493,3.3147792000000016,-5.8077792000000015,0.524,False
20211104_0227,20211104,7,28.75,67.0,22.936,12.616000000000009,10.319999999999991,0.575,False
